"","batch_number","extraction_number","sample_number","Extraction_repeated","Tech_rep_lost","species_field","species_confirmed","Latitude","Longitude","Elevation_GPS_notebook","Elevation_map","family","leaf_age","biological_rep","GoPro.file","site","site_revised","date","whole_leaf_FW","tech_rep_1_FW","tech_rep_2_FW","tech_rep_3_FW","tech_rep_4_FW_fixed","tech_rep_4_DW_fixed","whole_leaf_area.cm2.","freshSLA","tech_rep_1_leaf_area","tech_rep_2_leaf_area","tech_rep_3_leaf_area","tech_rep_4_leaf_area","technical_rep_used_for_ovalbumin_calculation","ovalbumin_added.5uL_of_0.5mg.mL_per_cm2.","random_number","notes.1","notes.2","I.don.t.know.why.these.numbers.are.here","Solvent.Wash.Date","Solvent.Wash.Page.Ref","Phenol.Extraction.Date","Phenol.Extraction.Page.Ref","Resuspension.and.Alkylation.Date","Resuspension.and.Alkylation.Page.Ref","Lavapep.Date","Lavapep.Page.Ref","Lavapep.File.Name","Extraction.Notes","Protein.Extract.Concentration..protein.assay..ug.uL.","Protein.Assay..CV","Protein.Extract.Volume..uL.","Extract.Protein.Amount..ug..protein.assay.","Protein.per.FW..mg.g..protein.assay.","Protein.per.DW..mg.g..protein.assay.","Protein.per.Leaf.Area..mg.cm2..protein.assay.","X.Ovalbumin.of.Total.Protein","Digest.Protein.Amount..ug..","Amount.Protease.in.Digest..ug.","uL.Protein.Extract.per.Digest","Date.of.ASPEX","ASPEX.Batch","tech_rep_4_FW_ERROR","tech_rep_4_DW_ERROR","LMA..g.m2.","SLA..cm2.g.","LWC....","leaf_FW_check","LWC","LMA"
"927",24,"24-20","KG097",0,NA,"greser","greser",-33.67856,151.14825,NA,NA,"Proteaceae","old",1,"84","Kuringai_MT_bottom","NSW_Kuringai_bottom",140612,NA,"0.06884","0.07012","0.08318","0.08816","0.04140",NA,NA,NA,1.892,NA,NA,2,9.5,0.264016425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08816","0.0414",NA,NA,"53.0399274",-0.3103,53.0399274,NA
"936",NA,NA,"YG040",0,NA,"breobl","breobl",-32.78244,150.92318,NA,NA,"Phyllanthaceae","old",1,"don't use this species","Yengo_N","NSW_Yengo_N",140420,NA,"0.06000","0.05700","0.08400","0.06800","0.03178",NA,NA,NA,NA,NA,NA,2,NA,0.185235454,"YG037 repeat","YG037 repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.06800","0.02002",NA,NA,"53.26470588",-0.269,53.26470588,NA
"953",26,"26-18","KG065",0,NA,"grespe","grespe",-33.6933,151.14541,NA,NA,"Proteaceae","old",3,"43","Kuringai_MT_top","NSW_Kuringai_top",140611,NA,"0.05344","0.04488","0.06030","0.05618","0.02612",NA,NA,NA,1.392,NA,NA,2,7,0.420556055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.05618","0.02612",NA,NA,"53.50658597",-0.2148,53.50658597,NA
"959",23,"23-12","T091",0,NA,"teltru","teltru",-42.88515,147.22187,1057,1118,"Proteaceae","new",1,"196","Tasmania_SP","TAS_Mt_Wellington",150303,0.36228,"0.07568","0.05268","0.72400","0.15900","0.07386",4.794,13.23285856,1.001462736,0.697106989,9.580589599,2.104024511,1,5,0.141710167,NA,NA,NA,"9/08/2016","Katy 1, p. 190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15900","0.0597","351.0415378","28.48665734","53.54716981",-0.64908,53.54716981,351.0415378
"961",21,"21-46","KG005",0,NA,"acauli","acauli",-33.6933,151.14541,NA,NA,"Fabaceae","new",1,"95","Kuringai_MT_top","NSW_Kuringai_top",140529,NA,"0.06116","0.07028","0.08866","0.36932","0.17146",NA,NA,NA,1.566,NA,NA,2,7.8,0.36377492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,6.589294974,750,2133.973826,NA,NA,NA,NA,50,1,17.6,NA,NA,"0.36932","0.17146",NA,NA,"53.57413625",-0.58942,53.57413625,NA
"1002",25,"25-28","KG066",0,NA,"grespe","grespe",-33.6933,151.14541,NA,NA,"Proteaceae","mid",3,"43","Kuringai_MT_top","NSW_Kuringai_top",140611,NA,"0.08264","0.05882","0.05278","0.09382","0.04286",NA,NA,NA,1.755,NA,NA,2,8.8,0.340939159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.09382","0.04286",NA,NA,"54.31677681",-0.28806,54.31677681,NA
"1023",NA,NA,"YG010",0,NA,"acapar","acapar",-32.78244,150.92318,NA,NA,"Fabaceae","mid",1,"117","Yengo_N","NSW_Yengo_N",140419,NA,"0.09200","0.08800","0.08300","0.09400","0.04254",NA,NA,NA,NA,NA,NA,2,NA,NA,"Not extracting YG001-YG057","Not extracting YG001-YG057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.09400","0.02924",NA,NA,"54.74468085",-0.357,54.74468085,NA
"1045",19,"19-29","KG034",0,NA,"acauli","acauli",-33.6933,151.14541,NA,NA,"Fabaceae","mid",3,"37","Kuringai_MT_top","NSW_Kuringai_top",140604,NA,"0.08804","0.09244","0.09950","0.20764","0.09276",NA,NA,NA,2.081,NA,NA,2,10.4,0.608951158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.365593096,750,3026.702962,NA,NA,NA,NA,50,1,12.4,NA,NA,"0.20764","0.09276",NA,NA,"55.32652668",-0.48762,55.32652668,NA
"1047",NA,NA,"YG041",0,NA,"breobl","breobl",-32.78244,150.92318,NA,NA,"Phyllanthaceae","mid",1,"don't use this species","Yengo_N","NSW_Yengo_N",140420,NA,"0.05900","0.05900","0.05700","0.06000","0.02678",NA,NA,NA,NA,NA,NA,2,NA,0.933366151,"YG038 repeat","YG038 repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.06000","0.03178",NA,NA,"55.36666667",-0.235,55.36666667,NA
"1052",29,"29-18","YG059",0,NA,"gremuc","gremuc",-32.78244,150.92318,NA,NA,"Proteaceae","new",2,"109","Yengo_N","NSW_Yengo_N",140524,NA,"0.06478","0.57220","0.06126","0.08270","0.03680",NA,NA,NA,2.936,NA,NA,2,14.7,0.757302233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08270","0.03006",NA,NA,"55.50181378",-0.78094,55.50181378,NA
"1079",17,"17-39","KG008",0,NA,"acauli","acauli",-33.6933,151.14541,NA,NA,"Fabaceae","new",2,"49","Kuringai_MT_top","NSW_Kuringai_top",140603,NA,"0.08200","0.08030","0.08352","0.24104","0.10520",NA,NA,NA,1.939,NA,NA,2,9.7,0.344926406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,7.476297396,750,2764.901518,NA,NA,NA,NA,50,1,13.6,NA,NA,"0.24104","0.1052",NA,NA,"56.35579157",-0.48686,56.35579157,NA
"1084",17,"17-33","YG100",0,NA,"acapar","acapar",-32.78244,150.92318,NA,NA,"Fabaceae","new",3,"119","Yengo_N","NSW_Yengo_N",140607,NA,"0.04762","0.08716","0.06872","0.06626","0.02884",NA,NA,NA,4.718,3.076,NA,3,15.4,0.321638041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5.412321019,750,4098.049677,NA,NA,NA,NA,50,1,9.2,NA,NA,"0.06626","0.05082",NA,NA,"56.47449442",-0.26976,56.47449442,NA
"1114",22,"22-40","YG111",0,NA,"perlin","perlin",-32.78244,150.92318,NA,NA,"Proteaceae","old",3,"124","Yengo_N","NSW_Yengo_N",140607,NA,"0.09236","0.11048","0.09012","0.09288","0.03966",NA,NA,NA,2.176,NA,NA,2,10.9,0.071108053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,5.020575501,750,5098.46599,NA,NA,NA,NA,50,1,7.4,NA,NA,"0.09288","0.04868",NA,NA,"57.2997416",-0.38584,57.2997416,NA
"1125",NA,NA,"YG008",0,NA,"perlin","perlin",-32.78244,150.92318,NA,NA,"Proteaceae","old",1,"123","Yengo_N","NSW_Yengo_N",140419,NA,"0.06400","0.05100","0.06500","0.05400","0.02286",NA,NA,NA,NA,NA,NA,2,NA,0.870508062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.05400","0.03028",NA,NA,"57.66666667",-0.234,57.66666667,NA
"1139",27,"27-38","YG112",0,NA,"perlin","perlin",-32.78244,150.92318,NA,NA,"Proteaceae","mid",3,"124","Yengo_N","NSW_Yengo_N",140607,NA,"0.08694","0.09530","0.07106","0.08006","0.03360",NA,NA,NA,1.788,NA,NA,2,8.9,0.575223246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08006","0.03966",NA,NA,"58.03147639",-0.33336,58.03147639,NA
"1144",7,"DP018","YG029",0,NA,"melpal","melpal",-32.78244,150.92318,NA,NA,"Myrtaceae","new",1,"don't use this species","Yengo_N","NSW_Yengo_N",140420,NA,"0.07000","0.05600","0.07100","0.05400","0.02258",NA,NA,NA,1.794,NA,NA,2,9,0.05216923,NA,"Do not process.",NA,"14/09/2015","Siobhan 1, p.92","15/09/2015","Siobhan 1, p.93","13/10/2015","Siobhan 1, p.103","16/11/2015","Katy 1, p.106",NA,NA,1.8,6.386723921,750,1368.749327,24.44195227,NA,0.762959491,NA,50,1,27.4,"16/05/2016","2","0.05400","0.02866",NA,NA,"58.18518519",-0.251,58.18518519,NA
"1150",NA,NA,"YG039",0,NA,"breobl","breobl",-32.78244,150.92318,NA,NA,"Phyllanthaceae","new",1,"don't use this species","Yengo_N","NSW_Yengo_N",140420,NA,"0.06300","0.05300","0.05100","0.04800","0.02002",NA,NA,NA,NA,NA,NA,2,NA,0.196977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.04800","0.03172",NA,NA,"58.29166667",-0.215,58.29166667,NA
"1189",NA,NA,"YG035",0,NA,"acaimp","acaimp",-32.7817,150.9291,NA,NA,"Fabaceae","new",1,"don't use this plant","Yengo_N","NSW_Yengo_N",140420,0.798,"0.08000","0.07900","0.07000","0.72900","0.29438",NA,NA,0,0,0,0,2,0,NA,"Not extracting YG001-YG057, this sample (all three reps) will be used for protein extraction trials 01/09/2014","Don't extract because plant was in a gully--see SVS notebook 9/6/14. This sample (all three reps) will be used for protein extraction trials 01/09/2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.72900","0.37934",NA,"0","59.61865569",-0.16,59.61865569,NA
"1201",25,"25-23","YG066",0,NA,"perlin","perlin",-32.78244,150.92318,NA,NA,"Proteaceae","old",2,"125","Yengo_N","NSW_Yengo_N",140524,NA,"0.07878","0.06558","0.07796","0.09554","0.03808",NA,NA,NA,1.621,NA,NA,2,8.1,0.331203968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.09554","0.0351",NA,NA,"60.14234875",-0.31786,60.14234875,NA
"1218",25,"25-41","KG027",0,NA,"perlev","perlev",-33.6933,151.14541,NA,NA,"Proteaceae","mid",1,"41","Kuringai_MT_top","NSW_Kuringai_top",140603,0.7981,"0.07442","0.05586","0.60460","0.59744","0.23478",15.554,19.48878587,1.450355444,1.088643578,11.78291993,11.64338023,2,5.4,0.374629902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.59744","0.23478","201.6424744","49.59272608","60.70232994",-0.53422,60.70232994,201.6424744
"1242",25,"25-20","YG113",0,NA,"perlin","perlin",-32.78244,150.92318,NA,NA,"Proteaceae","new",3,"124","Yengo_N","NSW_Yengo_N",140607,NA,"0.07954","0.11988","0.07410","0.13938","0.05350",NA,NA,NA,2.995,NA,NA,2,15,0.324146055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.13938","0.0336",NA,NA,"61.61572679",-0.4129,61.61572679,NA
"1244",NA,NA,"YG007",0,NA,"perlin","perlin",-32.78244,150.92318,NA,NA,"Proteaceae","mid",1,"123","Yengo_N","NSW_Yengo_N",140419,NA,"0.07900","0.08800","0.06900","0.07900","0.03028",NA,NA,NA,NA,NA,NA,2,NA,0.492379281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.07900","0.02988",NA,NA,"61.67088608",-0.315,61.67088608,NA
"1245",29,"29-27","YG067",0,NA,"perlin","perlin",-32.78244,150.92318,NA,NA,"Proteaceae","mid",2,"125","Yengo_N","NSW_Yengo_N",140524,NA,"0.08862","0.08742","0.08684","0.08598","0.03294",NA,NA,NA,1.944,NA,NA,2,9.7,0.770492826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08598","0.03808",NA,NA,"61.68876483",-0.34886,61.68876483,NA
"1266",17,"17-16","KG035",0,NA,"acauli","acauli",-33.6933,151.14541,NA,NA,"Fabaceae","new",3,"37","Kuringai_MT_top","NSW_Kuringai_top",140604,NA,"0.07632","0.06040","0.06704","0.14368","0.05322",NA,NA,NA,1.677,NA,NA,2,8.4,0.237623236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3.823183422,750,1892.859648,NA,NA,NA,NA,50,1,19.8,NA,NA,"0.14368","0.05322",NA,NA,"62.95935412",-0.34744,62.95935412,NA
"1268",NA,NA,"YG009",0,NA,"acapar","acapar",-32.78244,150.92318,NA,NA,"Fabaceae","new",1,"117","Yengo_N","NSW_Yengo_N",140419,NA,"0.08000","0.07600","0.05700","0.07900","0.02924",NA,NA,NA,NA,NA,NA,2,NA,NA,"Not extracting YG001-YG057","Not extracting YG001-YG057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.07900","0.02286",NA,NA,"62.98734177",-0.292,62.98734177,NA
"1290",24,"24-11","QL002",0,NA,"athdiv","athdiv",-17.37895,145.76094,NA,NA,"Proteaceae","mid",1,"339","Bartlefrer_QLD","QLD_Bartlefrere",150805,2.32094,"0.08264","0.09354","0.06310","2.47263","0.88278",110.102,47.43853783,3.920320767,4.437400829,2.993371737,117.2979518,1,19.6,0.245377955,"We are taking 1 lobe off each leaf","We are taking 1 lobe off each leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.47263","0.88278","75.25962614","132.873368","64.29793378",-0.39097,64.29793378,75.25962614
"1302",NA,NA,"YG013",0,NA,"podili","podili",-32.78244,150.92318,NA,NA,"Fabaceae","new",1,"don't use this species","Yengo_N","NSW_Yengo_N",140419,NA,"0.09800","0.08800","0.06900","0.07200","0.02498",NA,NA,NA,NA,NA,NA,2,NA,NA,"Not extracting YG001-YG057","Do not process.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.07200","0.04774",NA,NA,"65.30555556",-0.327,65.30555556,NA
"1315",24,"24-17","YG068",0,NA,"perlin","perlin",-32.78244,150.92318,NA,NA,"Proteaceae","new",2,"125","Yengo_N","NSW_Yengo_N",140524,NA,"0.09854","0.08640","0.10236","0.08846","0.02920",NA,NA,NA,2.224,NA,NA,2,11.1,0.257395599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08846","0.03294",NA,NA,"66.99073027",-0.37576,66.99073027,NA
"1316",NA,NA,"YG006",0,NA,"perlin","perlin",-32.78244,150.92318,NA,NA,"Proteaceae","new",1,"123","Yengo_N","NSW_Yengo_N",140419,NA,"0.07700","0.07700","0.08100","0.09100","0.02988",NA,NA,NA,NA,NA,NA,2,NA,0.969348986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.09100","0.03476",NA,NA,"67.16483516",-0.326,67.16483516,NA
"1332",NA,NA,"YG051",0,NA,"?????1","0",0,0,NA,NA,"Proteaceae","old",2,"0","Yengo_N","NSW_Yengo_N",140420,0.598,"0.89000","0.06600","0.07000","0.37000","0.10680",NA,NA,0,0,0,0,2,0,0.01430065,"broad-leafed mystery plant","broad-leafed mystery plant. Do not process.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.37000","0.0639",NA,"0","71.13513514",-0.798,71.13513514,NA
