"","BINCODE","NAME"
"1265","_29.2.1.2.2.82_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.P2"
"1266","_9.1.2_","mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear"
"1267","_16.1.3.4_","secondary metabolism.isoprenoids.tocopherol biosynthesis.tocopherol cyclase"
"1268","_29.5.3_","protein.degradation.cysteine protease"
"1269","_2.1.2.3_","major CHO metabolism.synthesis.starch.starch branching"
"1270","_9.2.1.3_","mitochondrial electron transport / ATP synthesis.NADH-DH.type II.mitochondrial"
"1271","_27.1_","RNA.processing"
"1272","_31.3.1_","cell.cycle.peptidylprolyl isomerase"
"1273","_13.1.1.2.1_","amino acid metabolism.synthesis.central amino acid metabolism.aspartate.aspartate aminotransferase"
"1274","_29.5_","protein.degradation"
"1275","_29.2.1.1.1.1.17_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S17"
"1276","_35.2_","not assigned.unknown"
"1277","_4.1.9_","glycolysis.cytosolic branch.non-phosphorylating glyceraldehyde 3-phosphate dehydrogenase (NPGAP-DH)"
"1278","_7.2.2_","OPP.non-reductive PP.transaldolase"
"1279","_29.1.12_","protein.aa activation.aspartate-tRNA ligase"
"1280","_26.6_","misc.O-methyl transferases"
"1281","_31.1_","cell.organisation"
"1282","_29.3.5_","protein.targeting.peroxisomes"
"1283","_33.99_","development.unspecified"
"1284","_35.1.3_","not assigned.no ontology.armadillo/beta-catenin repeat family protein"
"1285","_2.2.2.4_","major CHO metabolism.degradation.starch.D enzyme"
"1286","_21.2_","redox.ascorbate and glutathione"
"1287","_29.2.1.1.1.2.18_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L18"
"1288","_29.1.16_","protein.aa activation.cysteine-tRNA ligase"
"1289","_35.2_","not assigned.unknown"
"1290","_3.5_","minor CHO metabolism.others"
"1291","_35.2_","not assigned.unknown"
"1292","_13.2.2.3_","amino acid metabolism.degradation.glutamate family.arginine"
"1293","_34.9_","transport.metabolite transporters at the mitochondrial membrane"
"1294","_30.3_","signalling.calcium"
"1295","_29.2.1.2.2.80_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.P0"
"1296","_26.8_","misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"
"1297","_30.3_","signalling.calcium"
"1298","_23.2_","nucleotide metabolism.degradation"
"1299","_28.1.3.2.1_, _28.1.3.2.2_","DNA.synthesis/chromatin structure.histone.core.H2A, DNA.synthesis/chromatin structure.histone.core.H2B"
"1300","_27.3.71_, _31.4_","RNA.regulation of transcription.SNF7, cell.vesicle transport"
"1301","_35.2_","not assigned.unknown"
"1302","_35.1_","not assigned.no ontology"
"1303","_21.1_","redox.thioredoxin"
"1304","_16.8.2_","secondary metabolism.flavonoids.chalcones"
"1305","_11.1.1_","lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation"
"1306","_35.1_","not assigned.no ontology"
"1307","_26.17_","misc.dynamin"
"1308","_11.9.3.2_","lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase"
"1309","_31.3.1_","cell.cycle.peptidylprolyl isomerase"
"1310","_19.99_","tetrapyrrole synthesis.unspecified"
"1311","_26.9_","misc.glutathione S transferases"
"1312","_35.1_","not assigned.no ontology"
"1313","_29.1.3_","protein.aa activation.threonine-tRNA ligase"
"1314","_31.3.1_","cell.cycle.peptidylprolyl isomerase"
"1315","_29.2.1.2.1.14_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S14"
"1316","_30.5_","signalling.G-proteins"
"1317","_26.7_, _26.11_","misc.oxidases - copper, flavone etc, misc.alcohol dehydrogenases"
"1318","_35.2_","not assigned.unknown"
"1319","_21.4_","redox.glutaredoxins"
"1320","_29.1.14_","protein.aa activation.glycine-tRNA ligase"
"1321","_35.2_","not assigned.unknown"
"1322","_9.1.2_","mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear"
"1323","_8.1.1.1_","TCA / org transformation.TCA.pyruvate DH.E1"
"1324","_23.4.1_","nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase"
"1325","_35.1_","not assigned.no ontology"
"1326","_35.2_","not assigned.unknown"
"1327","_10.1.4_","cell wall.precursor synthesis.UDP-Glc dehydrogenase (UGD)"
"1328","_29.5.3_","protein.degradation.cysteine protease"
"1329","_35.2_","not assigned.unknown"
"1330","_4.1.14_","glycolysis.cytosolic branch.pyruvate kinase (PK)"
"1331","_29.2.1.1.1.2.1_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L1"
"1332","_34.20_","transport.porins"
"1333","_7.1.3_","OPP.oxidative PP.6-phosphogluconate dehydrogenase"
"1334","_2.1.2.2_","major CHO metabolism.synthesis.starch.starch synthase"
"1335","_13.1.1.3.11_","amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine-glyoxylate aminotransferase"
"1336","_29.2.1.1.1.1.13_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S13"
"1337","_9.9_","mitochondrial electron transport / ATP synthesis.F1-ATPase"
"1338","_29.3.1_","protein.targeting.nucleus"
"1339","_27.1_","RNA.processing"
"1340","_16.8.2_","secondary metabolism.flavonoids.chalcones"
"1341","_33.99_","development.unspecified"
"1342","_29.2.1.2.1.15_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S15"
"1343","_29.5.11.1_","protein.degradation.ubiquitin.ubiquitin"
"1344","_29.2.4_, _31.99_","protein.synthesis.elongation, cell.unspecified"
"1345","_23.4.10_","nucleotide metabolism.phosphotransfer and pyrophosphatases.nucleoside diphosphate kinase"
"1346","_3.1.2.2_","minor CHO metabolism.raffinose family.raffinose synthases.putative"
"1347","_4.1.4_, _4.3.4_","glycolysis.cytosolic branch.phosphofructokinase (PFK), glycolysis.unclear/dually targeted.phosphofructokinase (PFK)"
"1348","_30.7_","signalling.14-3-3 proteins"
"1349","_29.5.1_","protein.degradation.subtilases"
"1350","_29.1.7_","protein.aa activation.alanine-tRNA ligase"
"1351","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"1352","_11.1.13_","lipid metabolism.FA synthesis and FA elongation.acyl-CoA binding protein"
"1353","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"1354","_29.2.1.2.1.2_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S2"
"1355","_20.2.99_","stress.abiotic.unspecified"
"1356","_35.1_","not assigned.no ontology"
"1357","_23.2.1.4_","nucleotide metabolism.degradation.pyrimidine.dihydropyrimidinase"
"1358","_16.2.1.10_","secondary metabolism.phenylpropanoids.lignin biosynthesis.CAD"
"1359","_8.2.11_","TCA / org transformation.other organic acid transformatons.atp-citrate lyase"
"1360","_13.1.6.5_","amino acid metabolism.synthesis.aromatic aa.tryptophan"
"1361","_30.11.1_","signalling.light.COP9 signalosome"
"1362","_16.5.99.1_","secondary metabolism.sulfur-containing.misc.alliinase"
"1363","_35.2_","not assigned.unknown"
"1364","_4.1.15_","glycolysis.cytosolic branch.phospho-enol-pyruvate carboxylase (PEPC)"
"1365","_29.2.4_","protein.synthesis.elongation"
"1366","_23.3.2.1_","nucleotide metabolism.salvage.nucleoside kinases.adenosine kinase"
"1367","_27.3.67_","RNA.regulation of transcription.putative transcription regulator"
"1368","_35.1.19_","not assigned.no ontology.C2 domain-containing protein"
"1369","_30.7_","signalling.14-3-3 proteins"
"1370","_29.2.1.2.1.8_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S8"
"1371","_30.5_","signalling.G-proteins"
"1372","_31.1_","cell.organisation"
"1373","_7.1.2_","OPP.oxidative PP.6-phosphogluconolactonase"
"1374","_29.2.3_","protein.synthesis.initiation"
"1375","_8.1.8_","TCA / org transformation.TCA.fumarase"
"1376","_20.2.1_","stress.abiotic.heat"
"1377","_13.1.6.5.4_","amino acid metabolism.synthesis.aromatic aa.tryptophan.indole-3-glycerol phosphate synthase"
"1378","_35.2_","not assigned.unknown"
"1379","_28.1_","DNA.synthesis/chromatin structure"
"1380","_34.19.1_","transport.Major Intrinsic Proteins.PIP"
"1381","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1382","_13.2.4.1_","amino acid metabolism.degradation.branched chain group.shared"
"1383","_29.5_","protein.degradation"
"1384","_29.5.5_","protein.degradation.serine protease"
"1385","_1.1.1.1_","PS.lightreaction.photosystem II.LHC-II"
"1386","_29.8_","protein.assembly and cofactor ligation"
"1387","_29.5.11.4.3.3_","protein.degradation.ubiquitin.E3.SCF.cullin"
"1388","_20.2.99_","stress.abiotic.unspecified"
"1389","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"1390","_20.2.3_","stress.abiotic.drought/salt"
"1391","_21.2.2_","redox.ascorbate and glutathione.glutathione"
"1392","_35.2_","not assigned.unknown"
"1393","_29.5.7_","protein.degradation.metalloprotease"
"1394","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1395","_16.1.2.2_","secondary metabolism.isoprenoids.mevalonate pathway.HMG-CoA synthase"
"1396","_29.4_","protein.postranslational modification"
"1397","_27.1.1_, _27.4_","RNA.processing.splicing, RNA.RNA binding"
"1398","_27.4_","RNA.RNA binding"
"1399","_29.5.11.2_","protein.degradation.ubiquitin.E1"
"1400","_29.5_","protein.degradation"
"1401","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"1402","_34.20_","transport.porins"
"1403","_4.1.2_","glycolysis.cytosolic branch.phosphoglucomutase (PGM)"
"1404","_5.10_","fermentation.aldehyde dehydrogenase"
"1405","_34.2_","transport.sugars"
"1406","_8.2.9_","TCA / org transformation.other organic acid transformatons.cyt MDH"
"1407","_35.2_","not assigned.unknown"
"1408","_29.4_, _30.3_","protein.postranslational modification, signalling.calcium"
"1409","_35.2_","not assigned.unknown"
"1410","_35.2_","not assigned.unknown"
"1411","_35.2_","not assigned.unknown"
"1412","_35.2_","not assigned.unknown"
"1413","_35.1.21_","not assigned.no ontology.epsin N-terminal homology (ENTH) domain-containing protein"
"1414","_26.3.3_","misc.gluco-, galacto- and mannosidases.alpha-mannosidase"
"1415","_26.12_","misc.peroxidases"
"1416","_29.3.4.99_","protein.targeting.secretory pathway.unspecified"
"1417","_11.9.2_","lipid metabolism.lipid degradation.lipases"
"1418","_3.5_","minor CHO metabolism.others"
"1419","_13.2.5.2_","amino acid metabolism.degradation.serine-glycine-cysteine group.glycine"
"1420","_11.1.1.2.1_","lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation.heteromeric Complex.alpha Carboxyltransferase"
"1421","_29.5.4_","protein.degradation.aspartate protease"
"1422","_29.3.1_","protein.targeting.nucleus"
"1423","_29.2.1.2.2.8_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L8"
"1424","_29.1.1_","protein.aa activation.tyrosine-tRNA ligase"
"1425","_30.7_","signalling.14-3-3 proteins"
"1426","_11.9.4.3_, _13.2.6.3_","lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase, amino acid metabolism.degradation.aromatic aa.tryptophan"
"1427","_31.4_","cell.vesicle transport"
"1428","_35.2_","not assigned.unknown"
"1429","_29.3.4.99_","protein.targeting.secretory pathway.unspecified"
"1430","_27.1.3.13_","RNA.processing.3 end processing.CFIm25"
"1431","_35.2_","not assigned.unknown"
"1432","_13.1.5.1.1_","amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoglycerate dehydrogenase"
"1433","_31.1.1.2_","cell.organisation.cytoskeleton.mikrotubuli"
"1434","_17.4.1_, _26.2_","hormone metabolism.cytokinin.synthesis-degradation, misc.UDP glucosyl and glucoronyl transferases"
"1435","_30.4_","signalling.phosphinositides"
"1436","_35.2_","not assigned.unknown"
"1437","_27.3.99_","RNA.regulation of transcription.unclassified"
"1438","_27.3.55_","RNA.regulation of transcription.HDA"
"1439","_33.99_","development.unspecified"
"1440","_35.1_","not assigned.no ontology"
"1441","_21.99_","redox.misc"
"1442","_23.1.3_","nucleotide metabolism.synthesis.PRS-PP"
"1443","_26.10_","misc.cytochrome P450"
"1444","_17.2.3_","hormone metabolism.auxin.induced-regulated-responsive-activated"
"1445","_31.1_","cell.organisation"
"1446","_16.2.1.9_, _26.6_","secondary metabolism.phenylpropanoids.lignin biosynthesis.COMT, misc.O-methyl transferases"
"1447","_29.5.5_","protein.degradation.serine protease"
"1448","_29.6_","protein.folding"
"1449","_31.1.1.1.1_","cell.organisation.cytoskeleton.actin.Actin"
"1450","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"1451","_4.1.5_","glycolysis.cytosolic branch.pyrophosphate-fructose-6-P phosphotransferase"
"1452","_9.7_","mitochondrial electron transport / ATP synthesis.cytochrome c oxidase"
"1453","_16.8.1.2_","secondary metabolism.flavonoids.anthocyanins.anthocyanidin reductase"
"1454","_16.1.4_","secondary metabolism.isoprenoids.carotenoids"
"1455","_13.1.3.4_, _13.1.3.4.11_, _15.2_","amino acid metabolism.synthesis.aspartate family.methionine, amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase, metal handling.binding, chelation and storage"
"1456","_2.2.2.1_, _26.3.1_","major CHO metabolism.degradation.starch.starch cleavage, misc.gluco-, galacto- and mannosidases.alpha-galactosidase"
"1457","_3.7_","minor CHO metabolism.sugar kinases"
"1458","_29.1.17_","protein.aa activation.glutamate-tRNA ligase"
"1459","_29.3.1_","protein.targeting.nucleus"
"1460","_27.3.11_, _27.3.12_","RNA.regulation of transcription.C2H2 zinc finger family, RNA.regulation of transcription.C3H zinc finger family"
"1461","_13.1.3.4.12_","amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase"
"1462","_31.1_","cell.organisation"
"1463","_29.2.1.2.1.2_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S2"
"1464","_29.5.3_","protein.degradation.cysteine protease"
"1465","_31.1_, _31.1.1.1.2_","cell.organisation, cell.organisation.cytoskeleton.actin.actin depolymerizing factors"
"1466","_9.3_","mitochondrial electron transport / ATP synthesis.electron transfer flavoprotein"
"1467","_21.2_","redox.ascorbate and glutathione"
"1468","_30.2.99_, _33.99_","signalling.receptor kinases.misc, development.unspecified"
"1469","_10.1.10_","cell wall.precursor synthesis.RHM"
"1470","_4.1.15_","glycolysis.cytosolic branch.phospho-enol-pyruvate carboxylase (PEPC)"
"1471","_20.2.99_","stress.abiotic.unspecified"
"1472","_14.1_","S-assimilation.ATPS"
"1473","_35.1_","not assigned.no ontology"
"1474","_3.4.5_","minor CHO metabolism.myo-inositol.inositol phosphatase"
"1475","_34.99_","transport.misc"
"1476","_11.9.4.2_","lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH"
"1477","_28.99_","DNA.unspecified"
"1478","_11.8_","lipid metabolism.exotics(steroids, squalene etc)"
"1479","_26.1_","misc.misc2"
"1480","_21.4_","redox.glutaredoxins"
"1481","_1.2.5_, _25.1_","PS.photorespiration.serine hydroxymethyltransferase, C1-metabolism.glycine hydroxymethyltransferase"
"1482","_29.5.4_","protein.degradation.aspartate protease"
"1483","_27.2_","RNA.transcription"
"1484","_23.1.1.1_","nucleotide metabolism.synthesis.pyrimidine.carbamoyl phosphate synthetase"
"1485","_10.1.12.2_","cell wall.precursor synthesis.KDO pathway.KDO-8-Phosphate Synthase"
"1486","_8.1.4_","TCA / org transformation.TCA.IDH"
"1487","_13.2.2.3_","amino acid metabolism.degradation.glutamate family.arginine"
"1488","_26.11_","misc.alcohol dehydrogenases"
"1489","_11.8_","lipid metabolism.exotics(steroids, squalene etc)"
"1490","_29.2.4_","protein.synthesis.elongation"
"1491","_21.3_","redox.heme"
"1492","_35.2_","not assigned.unknown"
"1493","_13.2.6.2_","amino acid metabolism.degradation.aromatic aa.tyrosine"
"1494","_35.2_","not assigned.unknown"
"1495","_21.1_","redox.thioredoxin"
"1496","_4.1.15_","glycolysis.cytosolic branch.phospho-enol-pyruvate carboxylase (PEPC)"
"1497","_11.9.3.2_, _11.9.4.5_, _24_","lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase, lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase, Biodegradation of Xenobiotics"
"1498","_10.1.21_","cell wall.precursor synthesis.phosphomannomutase"
"1499","_9.8_","mitochondrial electron transport / ATP synthesis.uncoupling protein"
"1500","_26.9_","misc.glutathione S transferases"
"1501","_27.3.99_","RNA.regulation of transcription.unclassified"
"1502","_29.2.1.2.2.17_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L17"
"1503","_35.2_","not assigned.unknown"
"1504","_26.7_","misc.oxidases - copper, flavone etc"
"1505","_35.2_","not assigned.unknown"
"1506","_20.1_","stress.biotic"
"1507","_35.1.14_","not assigned.no ontology.S RNA-binding domain-containing protein"
"1508","_29.2.1.2.2.28_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L28"
"1509","_26.1_","misc.misc2"
"1510","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"1511","_20.1_, _29.3.4.4_","stress.biotic, protein.targeting.secretory pathway.plasma membrane"
"1512","_29.2.1.2.2.14_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L14"
"1513","_13.1.3.4.12_","amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase"
"1514","_27.1.2_","RNA.processing.RNA helicase"
"1515","_29.5.5_","protein.degradation.serine protease"
"1516","_20.2.5_","stress.abiotic.light"
"1517","_13.99_","amino acid metabolism.misc"
"1518","_27.3.67_","RNA.regulation of transcription.putative transcription regulator"
"1519","_27.4_","RNA.RNA binding"
"1520","_21.1_","redox.thioredoxin"
"1521","_19.4_","tetrapyrrole synthesis.ALA dehydratase"
"1522","_23.1.2.30_","nucleotide metabolism.synthesis.purine.IMP dehydrogenase"
"1523","_29.1.10_","protein.aa activation.methionine-tRNA ligase"
"1524","_21.3_","redox.heme"
"1525","_35.2_","not assigned.unknown"
"1526","_1.1.2.2_","PS.lightreaction.photosystem I.PSI polypeptide subunits"
"1527","_35.1_","not assigned.no ontology"
"1528","_29.4_, _30.5_, _33.99_","protein.postranslational modification, signalling.G-proteins, development.unspecified"
"1529","_35.2_","not assigned.unknown"
"1530","_30.7_","signalling.14-3-3 proteins"
"1531","_29.5_","protein.degradation"
"1532","_17.5.3_, _27.1.2_","hormone metabolism.ethylene.induced-regulated-responsive-activated, RNA.processing.RNA helicase"
"1533","_9.1.1.5_","mitochondrial electron transport / ATP synthesis.NADH-DH.complex I.carbonic anhydrase"
"1534","_17.5.1_, _21.2_","hormone metabolism.ethylene.synthesis-degradation, redox.ascorbate and glutathione"
"1535","_29.5.5_","protein.degradation.serine protease"
"1536","_34.9_, _34.99_","transport.metabolite transporters at the mitochondrial membrane, transport.misc"
"1537","_29.3.4.99_, _31.4_","protein.targeting.secretory pathway.unspecified, cell.vesicle transport"
"1538","_28.99_, _29.3.4.1_","DNA.unspecified, protein.targeting.secretory pathway.ER"
"1539","_29.4_","protein.postranslational modification"
"1540","_21.5_","redox.peroxiredoxin"
"1541","_13.1.3.5.3_","amino acid metabolism.synthesis.aspartate family.lysine.LL-diaminopimelic acid aminotransferase"
"1542","_13.1.6.1.10_","amino acid metabolism.synthesis.aromatic aa.chorismate.dehydroquinate/shikimate dehydrogenase"
"1543","_21.2.1_","redox.ascorbate and glutathione.ascorbate"
"1544","_4.1.14_","glycolysis.cytosolic branch.pyruvate kinase (PK)"
"1545","_21.1_","redox.thioredoxin"
"1546","_31.1.1.2_","cell.organisation.cytoskeleton.mikrotubuli"
"1547","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1548","_27.1.2_","RNA.processing.RNA helicase"
"1549","_33.99_","development.unspecified"
"1550","_29.3.4.99_","protein.targeting.secretory pathway.unspecified"
"1551","_31.1_","cell.organisation"
"1552","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1553","_19.9_","tetrapyrrole synthesis.protoporphyrin IX oxidase"
"1554","_13.2.4.4_","amino acid metabolism.degradation.branched chain group.leucine"
"1555","_29.4_","protein.postranslational modification"
"1556","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1557","_35.1_","not assigned.no ontology"
"1558","_2.2.2.6_, _34.8_","major CHO metabolism.degradation.starch.transporter, transport.metabolite transporters at the envelope membrane"
"1559","_8.2.11_","TCA / org transformation.other organic acid transformatons.atp-citrate lyase"
"1560","_27.1.1_","RNA.processing.splicing"
"1561","_30.3_","signalling.calcium"
"1562","_29.3.2_","protein.targeting.mitochondria"
"1563","_35.2_","not assigned.unknown"
"1564","_11.1.8_","lipid metabolism.FA synthesis and FA elongation.acyl coa ligase"
"1565","_3.5_","minor CHO metabolism.others"
"1566","_31.1_","cell.organisation"
"1567","_29.2.1.2.2.27_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L27"
"1568","_27.3.44_, _27.3.99_","RNA.regulation of transcription.Chromatin Remodeling Factors, RNA.regulation of transcription.unclassified"
"1569","_28.99_","DNA.unspecified"
"1570","_27.3.99_","RNA.regulation of transcription.unclassified"
"1571","_3.4.5_","minor CHO metabolism.myo-inositol.inositol phosphatase"
"1572","_1.1.40_","PS.lightreaction.cyclic electron flow-chlororespiration"
"1573","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1574","_35.2_","not assigned.unknown"
"1575","_13.2.3.4_","amino acid metabolism.degradation.aspartate family.methionine"
"1576","_5.10_","fermentation.aldehyde dehydrogenase"
"1577","_16.8.3.2_","secondary metabolism.flavonoids.dihydroflavonols.flavanone 3-hydroxylase"
"1578","_11.3.1_","lipid metabolism.Phospholipid synthesis.1-acylglycerol-3-phosphate O-acyltransferase"
"1579","_33.99_","development.unspecified"
"1580","_29.3.4.3_","protein.targeting.secretory pathway.vacuole"
"1581","_31.4_","cell.vesicle transport"
"1582","_35.2_","not assigned.unknown"
"1583","_35.1.5_","not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein"
"1584","_1.1.2.1_","PS.lightreaction.photosystem I.LHC-I"
"1585","_33.99_","development.unspecified"
"1586","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1587","_9.1.1_, _31.3_","mitochondrial electron transport / ATP synthesis.NADH-DH.complex I, cell.cycle"
"1588","_21.99_","redox.misc"
"1589","_16.5.1.1.1.13_, _17.5.1_, _21.2_","secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.2-oxoglutarate-dependent dioxygenase, hormone metabolism.ethylene.synthesis-degradation, redox.ascorbate and glutathione"
"1590","_34.1.1.1_","transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit B"
"1591","_2.1.2.2_","major CHO metabolism.synthesis.starch.starch synthase"
"1592","_23.1.2.9_","nucleotide metabolism.synthesis.purine.AICAR transformylase"
"1593","_34.16_","transport.ABC transporters and multidrug resistance systems"
"1594","_30.5_","signalling.G-proteins"
"1595","_35.2_","not assigned.unknown"
"1596","_1.1.3.3_","PS.lightreaction.cytochrome b6/f.cytochrome b6 (CYB6)"
"1597","_13.2.4.4_","amino acid metabolism.degradation.branched chain group.leucine"
"1598","_28.1_","DNA.synthesis/chromatin structure"
"1599","_16.8.2_","secondary metabolism.flavonoids.chalcones"
"1600","_29.4_","protein.postranslational modification"
"1601","_21.2_, _21.2.1_","redox.ascorbate and glutathione, redox.ascorbate and glutathione.ascorbate"
"1602","_13.1.3.5.4_","amino acid metabolism.synthesis.aspartate family.lysine.diaminopimelate epimerase"
"1603","_8.1.1.2_","TCA / org transformation.TCA.pyruvate DH.E2"
"1604","_20.2_","stress.abiotic"
"1605","_13.1.2.3.22_","amino acid metabolism.synthesis.glutamate family.arginine.arginosuccinate synthase"
"1606","_27.3.39_, _31.1_","RNA.regulation of transcription.AtSR Transcription Factor family, cell.organisation"
"1607","_35.1_","not assigned.no ontology"
"1608","_8.2.99_","TCA / org transformation.other organic acid transformatons.misc"
"1609","_29.5.11_","protein.degradation.ubiquitin"
"1610","_13.2.2.2_","amino acid metabolism.degradation.glutamate family.proline"
"1611","_26.8_","misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"
"1612","_35.2_","not assigned.unknown"
"1613","_29.2.3_","protein.synthesis.initiation"
"1614","_21.1_","redox.thioredoxin"
"1615","_13.1.5.1.1_","amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoglycerate dehydrogenase"
"1616","_11.1.31_","lipid metabolism.FA synthesis and FA elongation.pyruvate DH"
"1617","_29.2.1.2.1.6_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S6"
"1618","_4.3.12_","glycolysis.unclear/dually targeted.phosphoglycerate mutase"
"1619","_29.5_","protein.degradation"
"1620","_20.2.5_, _29.5.11.4.6_","stress.abiotic.light, protein.degradation.ubiquitin.E3.DCX"
"1621","_35.2_","not assigned.unknown"
"1622","_26.10_","misc.cytochrome P450"
"1623","_29.3.3_","protein.targeting.chloroplast"
"1624","_17.5.1.2_","hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate oxidase"
"1625","_29.4_","protein.postranslational modification"
"1626","_35.2_","not assigned.unknown"
"1627","_29.5_","protein.degradation"
"1628","_29.4_","protein.postranslational modification"
"1629","_29.5_","protein.degradation"
"1630","_16.8.5.1_","secondary metabolism.flavonoids.isoflavones.isoflavone reductase"
"1631","_29.4_","protein.postranslational modification"
"1632","_27.3.67_, _27.3.99_","RNA.regulation of transcription.putative transcription regulator, RNA.regulation of transcription.unclassified"
"1633","_19.7_","tetrapyrrole synthesis.uroporphyrinogen decarboxylase"
"1634","_35.2_","not assigned.unknown"
"1635","_30.7_","signalling.14-3-3 proteins"
"1636","_8.1.1.1_","TCA / org transformation.TCA.pyruvate DH.E1"
"1637","_20.2.1_","stress.abiotic.heat"
"1638","_9.1.2_","mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear"
"1639","_29.5.11.3_","protein.degradation.ubiquitin.E2"
"1640","_31.2_","cell.division"
"1641","_29.1.40_","protein.aa activation.bifunctional aminoacyl-tRNA synthetase"
"1642","_28.1_","DNA.synthesis/chromatin structure"
"1643","_15.2_","metal handling.binding, chelation and storage"
"1644","_35.1_","not assigned.no ontology"
"1645","_29.1.19_","protein.aa activation.arginine-tRNA ligase"
"1646","_35.1_","not assigned.no ontology"
"1647","_2.2.1.1_","major CHO metabolism.degradation.sucrose.fructokinase"
"1648","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"1649","_26.9_","misc.glutathione S transferases"
"1650","_17.7.1.5_","hormone metabolism.jasmonate.synthesis-degradation.12-Oxo-PDA-reductase"
"1651","_34.1_","transport.p- and v-ATPases"
"1652","_2.2.1.4_","major CHO metabolism.degradation.sucrose.hexokinase"
"1653","_24.2_","Biodegradation of Xenobiotics.lactoylglutathione lyase"
"1654","_29.2.5_","protein.synthesis.release"
"1655","_29.5_","protein.degradation"
"1656","_23.1.1.4_","nucleotide metabolism.synthesis.pyrimidine.dihydroorotate dehydrogenase"
"1657","_23.4.1_","nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase"
"1658","_29.2.1.2.2.10_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L10"
"1659","_21.1_","redox.thioredoxin"
"1660","_29.3.4.99_, _31.4_","protein.targeting.secretory pathway.unspecified, cell.vesicle transport"
"1661","_26.3.2_","misc.gluco-, galacto- and mannosidases.beta-galactosidase"
"1662","_35.1_","not assigned.no ontology"
"1663","_29.2.1.1.1.1.2_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S2"
"1664","_35.2_","not assigned.unknown"
"1665","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
