batch_number,extraction_number,sample_number,species_field,species_confirmed,Latitude,Longitude,Elevation_GPS_notebook,Elevation_map,family,leaf_age,biological_rep,site,site_revised,date,leaf_FW_check,whole_leaf_FW,tech_rep_1_FW,tech_rep_2_FW,tech_rep_3_FW,WRONGtech_rep_4_FW,WRONGtech_rep_4_DW,tech_rep_4_FW,tech_rep_4_DW,whole_leaf_area(cm2),whole_leaf_area_per_whole_leaf_FW(cm2/g),tech_rep_1_leaf_area,tech_rep_2_leaf_area,tech_rep_3_leaf_area,tech_rep_4_leaf_area,technical_rep_used_for_ovalbumin_calculation,ovalbumin_added(5uL_of_0.5mg/mL_per_cm2),random_number,notes,I don't know why these numbers are here,"Protein Extract Concentration (protein assay, ug/uL)",Protein Assay %CV,Protein Extract Volume (uL),"Extract Protein Amount (ug, protein assay)","Protein per FW (mg/g, protein assay)","Protein per DW (mg/g, protein assay)","Protein per Leaf Area (mg/cm2, protein assay)",%Ovalbumin of Total Protein,"Digest Protein Amount (ug)
",Amount Protease in Digest (ug),uL Protein Extract per Digest,Date of ASPEX,ASPEX Batch,LWC,LMA
29,29-18,T274,banmar,banmar,-42.1161,148.33585,,,Proteaceae,new,1,Tasmania_FY,TAS_Freycinet,150311,0.00356,0.24850,0.05580,0.05144,0.04182,0.09588,0.06656,0.09588,0.04966,,0,0,0,0,0,1,0.0,0.827201647,,,,,,,,,,,,,,,,0.482060909,NA
24,24-28,T275,banmar,banmar,-42.1161,148.33585,,,Proteaceae,mid,1,Tasmania_FY,TAS_Freycinet,150311,0.01083,0.39140,0.05194,0.05424,0.07865,0.19574,0.04966,0.19574,0.11174,,0,0,0,0,0,1,0.0,0.303771332,,,,,,,,,,,,,,,,0.429140697,NA
22,22-38,T276,banmar,banmar,-42.1161,148.33585,,,Proteaceae,old,1,Tasmania_FY,TAS_Freycinet,150311,0.00024,0.27562,0.07986,0.07066,0.06472,0.06014,0.11174,0.06014,0.03242,,0,0,0,0,0,1,0.0,0.089673938,,,,,,,,,,,,,,,,0.460924509,NA
,,T277,banmar,banmar,-42.1161,148.33585,,,Proteaceae,sen,1,Tasmania_FY,TAS_Freycinet,150311,0.00094,0.23372,0.07514,0.05944,0.03330,0.06490,0.03242,0.0649,0.0466,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.281972265,NA
24,24-39,T278,banmar,banmar,-42.1161,148.33585,,,Proteaceae,new,2,Tasmania_FY,TAS_Freycinet,150311,0.00644,0.40382,0.09070,0.07976,0.05822,0.16870,0.0466,0.1687,0.0897,,0,0,0,0,0,1,0.0,0.323857113,,,,,,,,,,,,,,,,0.4682869,NA
31,31-11,T279,banmar,banmar,-42.1161,148.33585,,,Proteaceae,mid,2,Tasmania_FY,TAS_Freycinet,150311,-0.11722,0.15292,0.06112,0.06004,0.05346,0.09552,0.0897,0.09552,0.0481,,0,0,0,0,0,1,0.0,0.994793903,,,,,,,,,,,,,,,,0.496440536,NA
28,28-21,T280,banmar,banmar,-42.1161,148.33585,,,Proteaceae,old,2,Tasmania_FY,TAS_Freycinet,150311,0.00468,0.30770,0.08790,0.04832,0.06358,0.10322,0.0481,0.10322,0.05338,,0,0,0,0,0,1,0.0,0.717118872,,,,,,,,,,,,,,,,0.48285216,NA
,,T281,banmar,banmar,-42.1161,148.33585,,,Proteaceae,sen,2,Tasmania_FY,TAS_Freycinet,150311,0.00088,0.58156,0.07188,0.07994,0.10814,0.32072,0.05338,0.32072,0.18348,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.427912198,NA
27,27-44,T282,banmar,banmar,-42.1161,148.33585,,,Proteaceae,new,3,Tasmania_FY,TAS_Freycinet,150311,0.00344,0.40462,0.06774,0.06068,0.06970,0.20306,0.18348,0.20306,0.10372,,0,0,0,0,0,1,0.0,0.658868613,,,,,,,,,,,,,,,,0.48921501,NA
26,26-43,T283,banmar,banmar,-42.1161,148.33585,,,Proteaceae,mid,3,Tasmania_FY,TAS_Freycinet,150311,0.00158,0.32316,0.05332,0.03718,0.05724,0.17384,0.10372,0.17384,0.08842,,0,0,0,0,0,1,0.0,0.549037931,,,,,,,,,,,,,,,,0.491371376,NA
23,23-40,T284,banmar,banmar,-42.1161,148.33585,,,Proteaceae,old,3,Tasmania_FY,TAS_Freycinet,150311,0.00116,0.42558,0.07944,0.07870,0.05060,0.21568,0.08842,0.21568,0.11436,,0,0,0,0,0,1,0.0,0.23568244,,,,,,,,,,,,,,,,0.46977003,NA
,,T285,banmar,banmar,-42.1161,148.33585,,,Proteaceae,sen,3,Tasmania_FY,TAS_Freycinet,150311,0.00138,0.28110,0.05594,0.06600,0.05794,0.09984,0.11436,0.09984,0.06178,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.381209936,NA
20,20-22,T286,acamel,acamel,-42.10667,148.33655,,,Mimosaceae,new,1,Tasmania_FY,TAS_Freycinet,150311,0.00324,0.28558,0.06322,0.06152,0.06068,0.09692,0.06178,0.09692,0.04508,6.994,24.49051054,1.548290076,1.506656208,1.48608418,2.373620282,1,7.7,0.782183192,,,,,,,,,,,,,,,,0.534874123,0.018992086
21,21-22,T287,acamel,acamel,-42.10667,148.33655,,,Mimosaceae,mid,1,Tasmania_FY,TAS_Freycinet,150311,0.00210,0.32060,0.05290,0.05010,0.05650,0.15900,0.04508,0.159,0.0846,7.876,24.56643793,1.299564566,1.23077854,1.388003743,3.906063631,1,6.5,0.953447393,,,,,,,,,,,,,,,,0.467924528,0.021658633
18,18-37,T288,acamel,acamel,-42.10667,148.33655,,,Mimosaceae,old,1,Tasmania_FY,TAS_Freycinet,150311,0.00208,0.32248,0.05510,0.06188,0.05358,0.14984,0.0846,0.14984,0.0847,7.389,22.91304887,1.262508993,1.417859464,1.227681159,3.433291243,1,6.3,0.475178491,,,,,,,,,,,,,,,,0.434730379,0.024670205
21,21-37,T289,acamel,acamel,-42.10667,148.33655,,,Mimosaceae,sen,1,Tasmania_FY,TAS_Freycinet,150311,0.00100,0.34612,0.06280,0.07472,0.07936,0.12824,0.0847,0.12824,0.10878,11.884,34.33491275,2.156232521,2.56550468,2.724818676,4.403109211,1,10.8,,,,,,,,,,,,,,,,,0.151746725,0.02470527
,,T289,acamel,acamel,-42.10667,148.33655,,,Mimosaceae,sen,1,Tasmania_FY,TAS_Freycinet,150311,0.00100,0.34612,0.06280,0.07472,0.07936,0.12824,0.0847,0.12824,0.10878,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.151746725,NA
20,20-28,T290,acamel,acamel,-42.10667,148.33655,,,Mimosaceae,new,2,Tasmania_FY,TAS_Freycinet,150311,0.00384,0.47764,0.07844,0.06544,0.06188,0.26804,0.10878,0.26804,0.12674,10.665,22.32853195,1.751450046,1.461179131,1.381689557,5.984939704,1,8.8,0.790845965,,,,,,,,,,,,,,,,0.527160125,0.021176487
17,17-29,T291,acamel,acamel,-42.10667,148.33655,,,Mimosaceae,mid,2,Tasmania_FY,TAS_Freycinet,150311,0.00146,0.39942,0.06076,0.04950,0.05994,0.22776,0.12674,0.22776,0.11492,8.678,21.72650343,1.320102348,1.07546192,1.302286616,4.948428421,1,6.6,0.29369845,,,,,,,,,,,,,,,,0.49543379,0.023223535
18,18-30,T292,acamel,acamel,-42.10667,148.33655,,,Mimosaceae,old,2,Tasmania_FY,TAS_Freycinet,150311,0.00234,0.37824,0.07388,0.06712,0.05622,0.17868,0.11492,0.17868,0.0851,9.625,25.44680626,1.880010047,1.707989636,1.430619448,4.546835343,1,9.4,0.462941093,,,,,,,,,,,,,,,,0.523729572,0.018716314
21,21-38,T293,acamel,acamel,-42.10667,148.33655,,,Mimosaceae,sen,2,Tasmania_FY,TAS_Freycinet,150311,0.00218,0.58270,0.06276,0.06628,0.05328,0.39820,0.0851,0.3982,0.24582,17.632,30.25913849,1.899063532,2.005575699,1.612206899,12.04918895,1,9.5,,,,,,,,,,,,,,,,,0.382672024,0.020401373
,,T293,acamel,acamel,-42.10667,148.33655,,,Mimosaceae,sen,2,Tasmania_FY,TAS_Freycinet,150311,0.00218,0.58270,0.06276,0.06628,0.05328,0.39820,0.0851,0.3982,0.24582,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.382672024,NA
16,16-01,T294,acamel,acamel,-42.10667,148.33655,,,Mimosaceae,new,3,Tasmania_FY,TAS_Freycinet,150311,0.00248,0.46218,0.06170,0.06236,0.05608,0.27956,0.24582,0.27956,0.1227,10.577,22.88502315,1.412005928,1.427110044,1.283392098,6.397737072,1,7.1,0.003212903,,,,,,,,,,,,,,,,0.561096008,0.019178656
20,20-14,T295,acamel,acamel,-42.10667,148.33655,,,Mimosaceae,mid,3,Tasmania_FY,TAS_Freycinet,150311,0.00212,0.37426,0.06046,0.06004,0.05790,0.19374,0.1227,0.19374,0.11174,7.647,20.43231978,1.235338054,1.226756479,1.183031315,3.958557634,1,6.2,0.759096938,,,,,,,,,,,,,,,,0.423247651,0.028227453
19,19-09,T296,acamel,acamel,-42.10667,148.33655,,,Mimosaceae,old,3,Tasmania_FY,TAS_Freycinet,150311,0.00168,0.36144,0.06448,0.06218,0.06336,0.16974,0.11174,0.16974,0.08758,9.076,25.11066844,1.619135901,1.561381363,1.591011952,4.262284861,1,8.1,0.529697351,,,,,,,,,,,,,,,,0.484034406,0.020547665
21,21-39,T297,acamel,acamel,-42.10667,148.33655,,,Mimosaceae,sen,3,Tasmania_FY,TAS_Freycinet,150311,0.00056,0.28568,0.06266,0.05468,0.06006,0.10772,0.08758,0.10772,0.08672,11.902,41.66199944,2.610540885,2.278078129,2.502219686,4.48783058,1,13.1,,,,,,,,,,,,,,,,,0.19494987,0.019323368
,,T297,acamel,acamel,-42.10667,148.33655,,,Mimosaceae,sen,3,Tasmania_FY,TAS_Freycinet,150311,0.00056,0.28568,0.06266,0.05468,0.06006,0.10772,0.08758,0.10772,0.08672,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.19494987,NA
19,19-39,T298,acater,acater,-42.12261,148.34306,,,Mimosaceae,new,1,Tasmania_FY,TAS_Freycinet,150311,0.07080,0.90088,0.08402,0.09782,0.08454,0.56370,0.08672,0.5637,0.2776,32.193,35.73505905,3.002459662,3.495603477,3.021041892,20.14385279,1,15.0,0.654935476,,,,,,,,,,,,,,,,0.507539471,0.013780879
18,18-18,T299,acater,acater,-42.12261,148.34306,,,Mimosaceae,mid,1,Tasmania_FY,TAS_Freycinet,150311,0.00244,0.56794,0.05322,0.06140,0.06652,0.38436,0.2776,0.38436,0.18626,13.878,24.43567983,1.30046688,1.500350741,1.625461422,9.392097898,1,6.5,0.435568791,,,,,,,,,,,,,,,,0.515402227,0.019831565
19,19-08,T300,acater,acater,-42.12261,148.34306,,,Mimosaceae,old,1,Tasmania_FY,TAS_Freycinet,150311,0.00712,0.52012,0.05924,0.07338,0.05894,0.32144,0.18626,0.32144,0.15052,12.446,23.92909329,1.417559486,1.755916865,1.410380758,7.691767746,1,7.1,0.529496996,,,,,,,,,,,,,,,,0.531732205,0.019568974
17,17-15,T301,acater,acater,-42.12261,148.34306,,,Mimosaceae,new,2,Tasmania_FY,TAS_Freycinet,150311,0.01072,0.72052,0.06298,0.09100,0.06198,0.49384,0.15052,0.49384,0.24474,22.718,31.53000611,1.985759785,2.869230556,1.954229778,15.57077822,1,9.9,0.236710386,,,,,,,,,,,,,,,,0.504414385,0.015717904
20,20-31,T302,acater,acater,-42.12261,148.34306,,,Mimosaceae,mid,2,Tasmania_FY,TAS_Freycinet,150311,0.02360,0.52640,0.06108,0.07030,0.05518,0.31624,0.24474,0.31624,0.17194,22.722,43.16489362,2.636511702,3.034492021,2.38183883,13.65046596,1,13.2,0.810565377,,,,,,,,,,,,,,,,0.456299013,0.012595907
16,16-28,T303,acater,acater,-42.12261,148.34306,,,Mimosaceae,old,2,Tasmania_FY,TAS_Freycinet,150311,0.01090,0.52802,0.07098,0.05528,0.07182,0.31904,0.17194,0.31904,0.17548,11.838,22.41960532,1.591343585,1.239355782,1.610176054,7.152750881,1,8.0,0.100780852,,,,,,,,,,,,,,,,0.449974925,0.024533218
16,16-37,T304,acater,acater,-42.12261,148.34306,,,Mimosaceae,new,3,Tasmania_FY,TAS_Freycinet,150311,0.00172,0.61122,0.06278,0.05572,0.08902,0.40198,0.17548,0.40198,0.18052,19.568,32.01465921,2.009880305,1.783856811,2.849944963,12.86925271,1,10.0,0.14082102,,,,,,,,,,,,,,,,0.550922931,0.014027233
16,16-34,T305,acater,acater,-42.12261,148.34306,,,Mimosaceae,mid,3,Tasmania_FY,TAS_Freycinet,150311,0.00074,0.54954,0.08070,0.09028,0.07202,0.30580,0.18052,0.3058,0.14038,17.438,31.73199403,2.560771918,2.864764421,2.28533821,9.703643775,1,12.8,0.137749063,,,,,,,,,,,,,,,,0.540941792,0.014466731
17,17-23,T306,acater,acater,-42.12261,148.34306,,,Mimosaceae,old,3,Tasmania_FY,TAS_Freycinet,150311,0.00100,0.41690,0.05796,0.06738,0.09790,0.19266,0.14038,0.19266,0.08202,15.664,37.57255937,2.177705541,2.53163905,3.678353562,7.238729288,1,10.9,0.27205432,,,,,,,,,,,,,,,,0.574275927,0.011330718
28,28-42,T307,hakmeg,hakmeg,-42.12251,148.34189,,,Proteaceae,new,1,Tasmania_FY,TAS_Freycinet,150311,0.00370,0.87928,0.06686,0.06874,0.07918,0.66080,0.08202,0.6608,0.31666,,0,0,0,0,0,1,0.0,0.768588972,,,,,,,,,,,,,,,,0.520792978,NA
26,26-07,T308,hakmeg,hakmeg,-42.12251,148.34189,,,Proteaceae,mid,1,Tasmania_FY,TAS_Freycinet,150311,0.00270,0.77700,0.09612,0.09834,0.08864,0.49120,0.31666,0.4912,0.25782,,0,0,0,0,0,1,0.0,0.473950723,,,,,,,,,,,,,,,,0.47512215,NA
25,25-16,T309,hakmeg,hakmeg,-42.12251,148.34189,,,Proteaceae,old,1,Tasmania_FY,TAS_Freycinet,150311,0.00338,0.93820,0.09310,0.07546,0.06336,0.70290,0.25782,0.7029,0.36836,,0,0,0,0,0,1,0.0,0.379160862,,,,,,,,,,,,,,,,0.475942524,NA
,,T310,hakmeg,hakmeg,-42.12251,148.34189,,,Proteaceae,sen,1,Tasmania_FY,TAS_Freycinet,150311,0.00258,0.72664,0.08102,0.05740,0.06114,0.52450,0.36836,0.5245,0.24916,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.524957102,NA
22,22-26,T311,hakmeg,hakmeg,-42.12251,148.34189,,,Proteaceae,new,2,Tasmania_FY,TAS_Freycinet,150311,0.00142,0.38880,0.08382,0.05866,0.05002,0.19488,0.24916,0.19488,0.1037,,0,0,0,0,0,1,0.0,0.062021074,,,,,,,,,,,,,,,,0.467877668,NA
24,24-26,T312,hakmeg,hakmeg,-42.12251,148.34189,,,Proteaceae,mid,2,Tasmania_FY,TAS_Freycinet,150311,0.00162,0.50970,0.06146,0.05800,0.05260,0.33602,0.1037,0.33602,0.17754,,0,0,0,0,0,1,0.0,0.3030327,,,,,,,,,,,,,,,,0.471638593,NA
27,27-24,T313,hakmeg,hakmeg,-42.12251,148.34189,,,Proteaceae,old,2,Tasmania_FY,TAS_Freycinet,150311,0.00238,0.44186,0.06268,0.05904,0.05176,0.26600,0.17754,0.266,0.13274,,0,0,0,0,0,1,0.0,0.600333365,,,,,,,,,,,,,,,,0.500977444,NA
,,T314,hakmeg,hakmeg,-42.12251,148.34189,,,Proteaceae,sen,2,Tasmania_FY,TAS_Freycinet,150311,0.00136,0.52840,0.06070,0.05294,0.08636,0.32704,0.13274,0.32704,0.15994,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.510946673,NA
25,25-29,T315,hakmeg,hakmeg,-42.12251,148.34189,,,Proteaceae,new,3,Tasmania_FY,TAS_Freycinet,150311,0.00106,0.61284,0.08422,0.10740,0.07902,0.34114,0.15994,0.34114,0.19266,,0,0,0,0,0,1,0.0,0.408516581,,,,,,,,,,,,,,,,0.435246526,NA
26,26-40,T316,hakmeg,hakmeg,-42.12251,148.34189,,,Proteaceae,mid,3,Tasmania_FY,TAS_Freycinet,150311,0.00150,0.64488,0.06972,0.05252,0.07468,0.44646,0.19266,0.44646,0.2431,,0,0,0,0,0,1,0.0,0.545563648,,,,,,,,,,,,,,,,0.455494333,NA
29,29-45,T317,hakmeg,hakmeg,-42.12251,148.34189,,,Proteaceae,old,3,Tasmania_FY,TAS_Freycinet,150311,0.00120,0.41392,0.06334,0.06048,0.05118,0.23772,0.2431,0.23772,0.13274,,0,0,0,0,0,1,0.0,0.874976719,,,,,,,,,,,,,,,,0.44161198,NA
,,T318,hakmeg,hakmeg,-42.12251,148.34189,,,Proteaceae,sen,3,Tasmania_FY,TAS_Freycinet,150311,0.00194,1.14322,0.05522,0.06340,0.07416,0.94850,0.13274,0.9485,0.46598,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.50871903,NA
10,10-42,T319,eucamy,eucamy,-42.12299,148.34204,,,Myrtaceae,new,1,Tasmania_FY,TAS_Freycinet,150311,0.00122,0.43160,0.05456,0.08108,0.05330,0.24144,0.46598,0.24144,0.08424,9.298,21.54309546,1.175391288,1.74671418,1.148246988,5.201364968,1,5.9,0.548238712,,,2.5,1.894757689,750,1863.378324,34.15282853,,1.585325962,,50,1,20.1,17/05/2016,4,0.651093439,0.016195749
12,12-06,T320,eucamy,eucamy,-42.12299,148.34204,,,Myrtaceae,mid,1,Tasmania_FY,TAS_Freycinet,150311,0.00058,0.45854,0.08090,0.09234,0.05906,0.22566,0.08424,0.22566,0.11168,10.078,21.97845335,1.778056876,2.029490383,1.298047455,4.959657783,1,8.9,0.730819001,,,3.4,1.862885357,750,2527.608729,31.2436184,,1.421556736,,50,1,14.8,17/05/2016,5,0.505096162,0.022517683
12,12-04,T321,eucamy,eucamy,-42.12299,148.34204,,,Myrtaceae,old,1,Tasmania_FY,TAS_Freycinet,150311,0.00174,0.41646,0.08904,0.07876,0.06732,0.17960,0.11168,0.1796,0.08338,8.607,20.66705086,1.840194208,1.627736926,1.391305864,3.711802334,1,9.2,0.724804599,,,3.6,3.78865206,750,2697.401185,30.29426308,,1.46582419,,50,1,13.9,17/05/2016,5,0.535746102,0.022463481
,,T322,eucamy,eucamy,-42.12299,148.34204,,,Myrtaceae,sen,1,Tasmania_FY,TAS_Freycinet,150311,0.00102,0.42548,0.08790,0.10824,0.05588,0.17244,0.08338,0.17244,0.0933,10.29,24.1844505,2.125813199,2.617724922,1.351427094,4.170366645,1,10.6,0.842946099,,,,,,,,,,,,,,,,0.458942241,0.022372134
12,12-05,T323,eucamy,eucamy,-42.12299,148.34204,,,Myrtaceae,new,2,Tasmania_FY,TAS_Freycinet,150311,0.00030,0.28420,0.07162,0.05828,0.07886,0.07514,0.0933,0.07514,0.03908,5.87,20.65446868,1.479273047,1.203742435,1.6288114,1.551976777,1,7.4,0.730008964,,,3.5,4.357434468,750,2593.193206,36.20766833,,1.753018627,,50,1,14.5,17/05/2016,5,0.479904179,0.025180789
9,9-16,T324,eucamy,eucamy,-42.12299,148.34204,,,Myrtaceae,mid,2,Tasmania_FY,TAS_Freycinet,150311,0.00046,0.41466,0.06718,0.06956,0.07212,0.20534,0.03908,0.20534,0.10422,8.425,20.31785077,1.364953215,1.4133097,1.465323397,4.172067477,1,6.8,0.342521975,,,2.4,4.909235502,750,1817.107824,27.04834511,,1.331260152,,50,1,20.6,23/05/2016,11,0.492451544,0.024980421
13,13-39,T325,eucamy,eucamy,-42.12299,148.34204,,,Myrtaceae,old,2,Tasmania_FY,TAS_Freycinet,150311,0.00104,0.55956,0.09688,0.09348,0.08164,0.28652,0.10422,0.28652,0.15048,9.51,16.99549646,1.646523697,1.588739009,1.387512331,4.869549646,1,8.2,0.997252023,,,2.4,5.701844453,750,1820.394777,,,,,50,1,20.6,,,0.474801061,0.030902242
,,T326,eucamy,eucamy,-42.12299,148.34204,,,Myrtaceae,sen,2,Tasmania_FY,TAS_Freycinet,150311,0.00150,0.47776,0.07762,0.07360,0.06252,0.26252,0.15048,0.26252,0.15786,9.81,20.53332217,1.593796467,1.511252512,1.283743302,5.390407736,1,8.0,0.949574437,,,,,,,,,,,,,,,,0.398674387,0.029285354
13,13-09,T327,eucamy,eucamy,-42.12299,148.34204,,,Myrtaceae,new,3,Tasmania_FY,TAS_Freycinet,150311,0.00270,0.60366,0.06388,0.06042,0.05090,0.42576,0.15786,0.42576,0.17978,10.647,17.63741179,1.126677865,1.06565242,0.89774426,7.509304443,1,5.6,0.883092537,,,3.9,6.369840402,750,2894.148851,,,,,50,1,13.0,,,0.57774333,0.023940966
10,10-39,T328,eucamy,eucamy,-42.12299,148.34204,,,Myrtaceae,mid,3,Tasmania_FY,TAS_Freycinet,150311,0.00352,0.41878,0.07760,0.06422,0.05536,0.21808,0.17978,0.21808,0.1066,8.116,19.38010411,1.503896079,1.244590286,1.072882564,4.226413105,1,7.5,0.536348806,,,5.1,3.865974841,750,3816.823853,49.18587439,,2.537957181,,50,1,9.8,17/05/2016,4,0.511188555,0.025222333
9,9-25,T329,eucamy,eucamy,-42.12299,148.34204,,,Myrtaceae,old,3,Tasmania_FY,TAS_Freycinet,150311,0.00330,0.41050,0.08040,0.06470,0.07002,0.19208,0.1066,0.19208,0.0883,8.444,20.57003654,1.653830938,1.330881364,1.440313959,3.951092619,1,8.3,0.366187205,,,2.0,5.637621922,750,1496.57048,18.6140607,,0.904911407,,50,1,25.1,23/05/2016,10,0.54029571,0.022348249
,,T330,eucamy,eucamy,-42.12299,148.34204,,,Myrtaceae,sen,3,Tasmania_FY,TAS_Freycinet,150311,0.00366,0.54262,0.09190,0.08550,0.06960,0.29196,0.0883,0.29196,0.16956,11.683,21.53072132,1.978673289,1.840876672,1.498538204,6.286109395,1,9.9,0.227211068,,,,,,,,,,,,,,,,0.419235512,0.026973759
10,10-01,T331,eucglo,eucglo,-42.12299,148.34204,,,Myrtaceae,new,1,Tasmania_FY,TAS_Freycinet,150311,0.09620,1.22256,0.06260,0.06342,0.07158,0.92876,0.16956,0.92876,0.50504,21.147,17.29731056,1.082811641,1.096995436,1.23814149,16.06505016,1,5.4,0.419013776,,,3.9,7.32616613,750,2929.308861,46.79407126,,2.70528017,,50,1,12.8,17/05/2016,4,0.456221198,0.031437188
10,10-07,T332,eucglo,eucglo,-42.12299,148.34204,,,Myrtaceae,mid,1,Tasmania_FY,TAS_Freycinet,150311,0.04802,0.90350,0.09270,0.06392,0.05672,0.64214,0.50504,0.64214,0.36958,13.185,14.59324848,1.352794134,0.932800443,0.827729054,9.370908578,1,6.8,0.427835452,,,3.7,9.466110891,750,2785.929124,30.05317285,,2.059388826,,50,1,13.5,17/05/2016,4,0.424455726,0.039439079
12,12-15,T333,eucglo,eucglo,-42.12299,148.34204,,,Myrtaceae,old,1,Tasmania_FY,TAS_Freycinet,150311,0.16606,1.87840,0.08792,0.07152,0.08242,1.47048,0.36958,1.47048,0.87786,26.605,14.16364991,1.245268101,1.012984242,1.167368026,20.82736393,1,6.2,0.770219889,,,2.2,9.019039927,750,1673.738616,19.03706342,,1.34407893,,50,1,22.4,17/05/2016,5,0.403011262,0.042149357
,,T334,eucglo,eucglo,-42.12299,148.34204,,,Myrtaceae,sen,1,Tasmania_FY,TAS_Freycinet,150311,0.05630,1.01600,0.08524,0.08008,0.05318,0.74120,0.87786,0.7412,0.63554,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.142552617,NA
13,13-03,T335,eucglo,eucglo,-42.12299,148.34204,,,Myrtaceae,new,2,Tasmania_FY,TAS_Freycinet,150311,0.04490,1.76982,0.06430,0.06780,0.05626,1.53656,0.63554,1.53656,0.085178,26.192,14.79924512,0.951591461,1.003388819,0.832605531,22.73992808,1,4.8,0.874138099,,,3.5,3.165834132,750,2605.647242,,,,,50,1,14.4,,,0.944565783,0.003745746
7,DP021,T336,eucglo,eucglo,-42.12299,148.34204,,,Myrtaceae,mid,2,Tasmania_FY,TAS_Freycinet,150311,0.15226,1.51548,0.07138,0.07704,0.08908,1.12572,0.085178,1.12572,0.6165,21.76,14.35848708,1.024908808,1.106177845,1.279054029,16.16363608,1,5.1,0.058287858,,,6.3,1.092647125,750,4705.426299,65.92079432,,4.591068262,,50,1,8.0,16/05/2016,2,0.452350496,0.038141171
13,13-18,T337,eucglo,eucglo,-42.12299,148.34204,,,Myrtaceae,old,2,Tasmania_FY,TAS_Freycinet,150311,0.12276,1.21212,0.07044,0.07196,0.05404,0.89292,0.6165,0.89292,0.53736,17.434,14.38306438,1.013143055,1.035005313,0.777260799,12.84292585,1,5.1,0.90901549,,,2.7,4.714698577,750,2042.970843,,,,,50,1,18.4,,,0.398199167,0.041840933
,,T338,eucglo,eucglo,-42.12299,148.34204,,,Myrtaceae,sen,2,Tasmania_FY,TAS_Freycinet,150311,0.00254,0.88404,0.06704,0.08860,0.08270,0.64316,0.53736,0.64316,0.59712,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.071584054,NA
10,10-33,T339,eucglo,eucglo,-42.12299,148.34204,,,Myrtaceae,new,3,Tasmania_FY,TAS_Freycinet,150311,0.01128,1.46160,0.07568,0.07570,0.06376,1.23518,0.59712,1.23518,0.69506,22.607,15.46729611,1.17056497,1.170874316,0.9861948,19.10489481,1,5.9,0.52217797,,,4.0,3.07413673,750,3016.644821,39.86052882,,2.577084484,,50,1,12.4,17/05/2016,5,0.437280396,0.036381252
9,9-46,T340,eucglo,eucglo,-42.12299,148.34204,,,Myrtaceae,mid,3,Tasmania_FY,TAS_Freycinet,150311,0.00848,1.38392,0.08370,0.07908,0.06552,1.14714,0.69506,1.14714,0.61262,22.364,16.15989364,1.352583097,1.277924389,1.058796231,18.53766038,1,6.8,0.411254304,,,5.5,2.80979718,750,4094.535938,48.91918683,,3.027197328,,50,1,9.2,23/05/2016,11,0.465958819,0.03304732
8,DP093,T341,eucglo,eucglo,-42.12299,148.34204,,,Myrtaceae,old,3,Tasmania_FY,TAS_Freycinet,150311,0.00828,1.10074,0.07014,0.06966,0.07136,0.88130,0.61262,0.8813,0.50796,15.833,14.38395988,1.008890946,1.001986645,1.026439377,12.67658384,1,5.0,0.329659679,,,2.7,8.951451402,750,2053.152083,29.27219964,,2.035058487,,50,1,18.3,23/05/2016,10,0.423624192,0.040070732
,,T342,eucglo,eucglo,-42.12299,148.34204,,,Myrtaceae,sen,3,Tasmania_FY,TAS_Freycinet,150311,0.00156,0.94356,0.07458,0.05708,0.07648,0.73386,0.50796,0.73386,0.68654,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.064480964,NA
18,18-29,T343,acadec,acadec,-42.84638,147.43151,,,Mimosaceae,new,1,Tasmania_MC,TAS_Mt_Canopus,150312,0.00078,0.59988,0.05628,0.07938,0.07072,0.39272,0.68654,0.39272,0.17056,21.646,36.08388344,2.03080096,2.864338668,2.551852237,14.17086271,1,10.2,0.462856652,Leaves scanned folded over so leaf area needs to be doubled,,,,,,,,,,,,,,,0.565695661,0.012035964
21,21-13,T344,acadec,acadec,-42.84638,147.43151,,,Mimosaceae,mid,1,Tasmania_MC,TAS_Mt_Canopus,150312,0.00056,0.45320,0.07618,0.06780,0.09314,0.21552,0.17056,0.21552,0.10934,17.948,39.60282436,3.01694316,2.685071492,3.688607061,8.535200706,1,15.1,0.910427197,Leaves scanned folded over so leaf area needs to be doubled,,,,,,,,,,,,,,,0.492668894,0.012810478
