batch_number,extraction_number,sample_number,Extraction_repeated,Tech_rep_lost,species_field,species_confirmed,Latitude,Longitude,Elevation_GPS_notebook,Elevation_map,family,leaf_age,biological_rep,GoPro file,site,site_revised,date,whole_leaf_FW,tech_rep_1_FW,tech_rep_2_FW,tech_rep_3_FW,tech_rep_4_FW_fixed,tech_rep_4_DW_fixed,whole_leaf_area(cm2),whole_leaf_area_per_whole_leaf_FW(cm2/g),tech_rep_1_leaf_area,tech_rep_2_leaf_area,tech_rep_3_leaf_area,tech_rep_4_leaf_area,technical_rep_used_for_ovalbumin_calculation,ovalbumin_added(5uL_of_0.5mg/mL_per_cm2),random_number,notes 1,notes 2,I don't know why these numbers are here,Solvent Wash Date,Solvent Wash Page Ref,Phenol Extraction Date,Phenol Extraction Page Ref,Resuspension and Alkylation Date,Resuspension and Alkylation Page Ref,Lavapep Date,Lavapep Page Ref,Lavapep File Name,Extraction Notes,"Protein Extract Concentration (protein assay, ug/uL)",Protein Assay %CV,Protein Extract Volume (uL),"Extract Protein Amount (ug, protein assay)","Protein per FW (mg/g, protein assay)","Protein per DW (mg/g, protein assay)","Protein per Leaf Area (mg/cm2, protein assay)",%Ovalbumin of Total Protein,"Digest Protein Amount (ug)
",Amount Protease in Digest (ug),uL Protein Extract per Digest,Date of ASPEX,ASPEX Batch,tech_rep_4_FW_ERROR,tech_rep_4_DW_ERROR,LMA (g/m2),SLA (cm2/g),LWC (%),leaf_FW_check
21,21-32,T127,0,,acamel,acamel,-42.77492,146.39731,,,Fabaceae,new,1,234,Tasmania_FR,TAS_Frodshams_Pass,150306,0.52084,0.07864,0.07180,0.07208,0.29714,0.12344,10.734,20.6090162,1.620693034,1.479727363,1.485497888,6.123763075,1,8.1,0.989811287,,,,,,,,,,,,,,3.5,3.126033809,750,2594.830616,,,,,50,1,14.5,,,0.29714,0.0712,201.5754014,49.60922776,58.45729286,0.00118
18,18-22,QL196,0,,acacra,acacra,-17.92285,146.06817,,,Fabaceae,mid,3,374,Tully_Spidersite_QLD,QLD_Mission_Beach,150812,0.77496,0.06888,0.05718,0.05410,0.58904,0.24470,21.059,27.17430577,1.871766181,1.553826804,1.470129942,16.00675307,1,9.4,0.449808042,,,,,,,,,,,,,,4.8,2.109526702,750,3631.000209,,,,,50,1,10.3,,,0.58904,0.2447,152.8729774,65.41378452,58.45782969,0.00576
21,21-19,YG093,0,,acafal,acafal,-32.7817,150.9291,,,Fabaceae,mid,1,104,Yengo_N,NSW_Yengo_N,140525,0.57604,0.07210,0.06362,0.07328,0.36740,0.15232,19.519,33.88479967,2.443094056,2.155750955,2.48307812,12.4492754,3,12.4,0.948696687,,,,,,,,,,,,,,6.7,4.216446921,750,5007.359749,,,,,50,1,7.5,,,0.36740,0.26998,122.3525026,81.73106222,58.54109962,-0.00036
19,19-20,QL266,0,,acahol,acahol,-18.31625,145.46642,,,Fabaceae,old,3,406,Princess_Hill_QLD,QLD_Princess_Hill,150818,3.35218,0.07362,0.09438,0.06214,3.09380,1.28188,79.032,23.5762996,1.735687177,2.225131156,1.465031257,72.94035571,1,8.7,0.574315866,,,,,,,,,,,,,,3.9,4.419869878,750,2931.065428,,,,,50,1,12.8,,,3.09380,1.28188,175.7435904,56.90107944,58.56616459,0.02824
17,17-11,QL208,0,,aca? (fuzzy),acajul,-18.229,145.53618,,,Fabaceae,new,1,388,Blencoe_Falls_QLD,QLD_Blencoe_Falls,150815,0.49200,0.06942,0.07336,0.08408,0.26102,0.10814,10.739,21.82723577,1.515246707,1.601246016,1.835233984,5.697345081,1,7.6,0.229293135,,,,,,,,,,,,,,2.6,7.729532961,750,1962.846095,,,,,50,1,19.1,,,0.26102,0.10814,189.807706,52.68489996,58.5702245,0.00412
19,19-26,YG152,0,,acaimp,acaimp,-32.7817,150.9291,,,Fabaceae,old,5,96,Yengo_N,NSW_Yengo_N,140609,1.21070,0.07274,0.06762,0.05954,0.98354,0.40734,35.75,29.52837202,2.14789378,1.996708516,1.75811927,29.04233501,3,8.8,0.596063367,,,,,,,,,,,,,,5.1,6.282403355,750,3804.02229,,,,,50,1,9.9,,,0.98354,0.21028,140.2573174,71.2975279,58.58429754,0.02726
22,22-09,RH087,1,1,aca?,acaosw,-30.7094,141.87689,,,Fabaceae,old,1,none,Round_Hill,NSW_Fowlers_Gap,150409,0.65164,0.09832,0.07870,0.08234,0.38908,0.16110,8.411,12.90743355,1.269058867,1.015815021,1.062798079,5.022024247,2,5.1,0.737037413,,,,,,,,,,,,,,3.5,2.683075434,750,2646.157353,,,,,50,1,14.2,,,0.38908,0.11344,320.7869817,31.17333486,58.59463349,0.00320
8,DP070,T054,0,,eucdel,eucdel,-42.91482,147.24619,727,732,Myrtaceae,mid,2,208,Tasmania_MW,TAS_The_Springs,150302,1.57046,0.05408,0.05452,0.05908,1.28800,0.53314,27.829,17.72028578,0.958313055,0.966109981,1.046914484,22.82372808,1,4.8,0.242292111,,,,29/09/2015,"Siobhan 1, p.96",30/09/2015,"Siobhan 1, p.97",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,2.6,6.568259328,750,1947.866114,36.01823436,,2.032598956,,50,1,19.3,16/05/2016,1,1.28800,0.33904,233.5902347,42.81000878,58.60714286,0.11478
8,DP056,QL132,0,,eucpla,eucpla,-18.43758,146.13636,,,Myrtaceae,old,1,353,S_Cardwell_QLD,QLD_Cardwell_S,150809,3.66616,0.08676,0.08870,0.08070,3.39320,1.40448,103.095,28.12070395,2.439752275,2.494306441,2.269340809,95.41917265,1,12.2,0.179738277,,,,29/09/2015,"Siobhan 1, p.96",30/09/2015,"Siobhan 1, p.97",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,3.6,6.564182217,750,2735.911147,31.53424559,,1.121388911,,50,1,13.7,16/05/2016,3,3.39320,1.40448,147.1905447,67.93914662,58.60898267,0.01680
30,30-40,T099,0,,teltru,teltru,-42.88596,147.22224,1047,1100,Proteaceae,new,3,198,Tasmania_SP,TAS_Mt_Wellington,150303,0.54368,0.08520,0.08436,0.08316,0.28906,0.11960,8.769,16.12897293,1.374188493,1.360640156,1.341285388,4.662240914,1,6.9,0.89970811,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28906,0.06478,256.5290001,38.98194744,58.62450702,0.00190
22,22-16,T178,0,,teltru,teltru,-42.8358,146.37903,,,Proteaceae,mid,3,228,Tasmania_FR,TAS_Frodshams_Pass,150307,0.81544,0.07328,0.05796,0.06916,0.61278,0.25336,12.806,15.70440498,1.150818797,0.910227313,1.086116649,9.623345286,1,5.8,0.00957191,,,,,,,,,,,,,,3.9,1.402745922,750,2914.806333,,,,,50,1,12.9,,,0.61278,0.30408,263.2764309,37.98289109,58.65400307,0.00226
17,17-21,KG016,0,,acasua,acasua,-33.6933,151.14541,,,Fabaceae,new,1,57,Kuringai_MT_top,NSW_Kuringai_top,140603,0.18250,0.05112,0.03212,0.04088,0.05786,0.02392,3.091,16.9369863,0.86581874,0.544016,0.692384,0.979974027,2,2.7,0.264066759,,,,,,,,,,,,,,1.0,2.970744839,750,772.0041286,,,,,50,1,48.6,,,0.05786,0.02392,244.0881016,40.96881385,58.65883166,0.00052
23,23-10,QL341,0,,gremim,gremim,-18.16105,142.21069,,,Proteaceae,mid,3,433,Croydon_QLD,QLD_Croydon,150822,1.74810,0.09058,0.07666,0.06752,1.49568,0.61824,27.847,15.92986671,1.442927327,1.221183582,1.0755846,23.82598304,1,7.2,0.133956446,,,,9/08/2016,"Katy 1, p. 190",,,,,,,,,,,,,,,,,,,,,,1.49568,0.61824,259.4814236,38.53840425,58.66495507,0.01766
16,16-14,YG094,0,,acafal,acafal,-32.7817,150.9291,,,Fabaceae,new,1,104,Yengo_N,NSW_Yengo_N,140525,1.08640,0.08204,0.08752,0.07370,0.82256,0.33992,36.595,33.68464654,2.763488402,2.948080265,2.48255845,27.70764286,3,12.4,0.055548419,,,,,,,,,,,,,,2.9,3.650316983,750,2175.209445,,,,,50,1,17.2,,,0.82256,0.15232,122.6809519,81.51224658,58.67535499,0.02058
16,16-24,QL119,0,,acafla,acafla,-18.43758,146.13636,,,Fabaceae,mid,1,350,S_Cardwell_QLD,QLD_Cardwell_S,150809,1.66046,0.08074,0.07228,0.08810,1.41520,0.58476,46.141,27.78808282,2.243609807,2.008522626,2.448130096,39.32569481,1,11.2,0.084512358,,,,,,,,,,,,,,2.5,1.743471503,750,1851.308053,,,,,50,1,20.3,,,1.41520,0.58476,148.6966735,67.25100008,58.68004522,0.00414
17,17-43,QL262,0,,acahol,acahol,-18.31625,145.46642,,,Fabaceae,old,2,405,Princess_Hill_QLD,QLD_Princess_Hill,150818,3.31502,0.09110,0.08082,0.09668,3.01986,1.24382,75.266,22.70453874,2.068383479,1.834980821,2.195074805,68.56452835,1,10.3,0.35375574,,,,,,,,,,,,,,5.0,4.110367618,750,3725.671301,,,,,50,1,10.1,,,3.01986,1.24382,181.4086715,55.12415651,58.81199791,0.02656
19,19-46,YG107,0,,acafal,acafal,-32.7817,150.9291,,,Fabaceae,new,2,103,Yengo_N,NSW_Yengo_N,140607,0.76388,0.07776,0.07582,0.06240,0.53740,0.22118,26.166,34.25407132,2.663596586,2.597143687,2.13745405,18.40813793,3,10.7,0.688479355,,,,,,,,,,,,,,5.6,5.215281486,750,4201.757296,,,,,50,1,8.9,,,0.53740,0.25664,120.1533805,83.22695509,58.84257536,0.01050
20,20-04,QL048,0,,acacel,acacel,-17.37241,145.74322,,,Fabaceae,old,1,327,Bartlefrer_QLD,QLD_Bartlefrere,150806,1.17908,0.07156,0.09640,0.08512,0.90908,0.37398,31.44,26.66485735,1.908137192,2.570492248,2.269712657,24.24048852,1,9.5,0.703305462,,,,,,,,,,,,,,3.7,7.666475956,750,2800.4748,,,,,50,1,13.4,,,0.90908,0.37398,154.279069,64.8176066,58.86170634,0.01692
,,YG016,0,,angcos,angcos,-32.78244,150.92318,,,Myrtaceae,sen,1,126,Yengo_N,NSW_Yengo_N,140419,0.47600,0.08400,0.08600,0.09300,0.21000,0.08610,,0,0,0,0,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21000,0.04528,#DIV/0!,0,59,0.00300
13,13-34,RH120,0,,euccam,euccam,-31.29462,142.25054,,,Myrtaceae,new,2,none?,Round_Hill,NSW_Mutawintji,150410,0.76700,0.10212,0.07916,0.07502,0.50450,0.20674,17.211,22.43937419,2.291508892,1.77630086,1.683401851,11.32066428,1,11.5,0.975357087,,,,,,,,,,,,,,5.6,4.385521297,750,4228.882001,,,,,50,1,8.9,31/05/2016,12,0.50450,0.28162,182.6217923,54.75797754,59.02081269,0.00620
17,17-19,RH039,0,,acaosw,aca_sp,-32.96407,146.16016,,,Fabaceae,old,3,316,Round_Hill,NSW_Round_Hill,150405,0.38376,0.07896,0.09804,0.08580,0.12070,0.04936,5.678,14.79570565,1.168268918,1.450570982,1.269471545,1.785841672,1,5.8,0.246662587,,"Mis-identified in field as Acacia oswaldii. Unsure about correct ID. Similar to A. brachystachya or A. ramulosa, but with shorter, wider phyllodes.",,,,,,,,,,,,3.6,3.229719275,750,2677.970589,,,,,50,1,14.0,,,0.12070,0.1618,276.3962829,36.17993663,59.10521955,0.00026
18,18-05,QL213,0,,aca? (fuzzy),acajul,-18.229,145.53618,,,Fabaceae,old,2,389,Blencoe_Falls_QLD,QLD_Blencoe_Falls,150815,0.30488,0.08086,0.06892,0.05694,0.08576,0.03498,7.985,26.19063238,2.117774534,1.805058384,1.491294608,2.246108633,1,10.6,0.376676597,,,,,,,,,,,,,,3.2,1.958218055,750,2435.127803,,,,,50,1,15.4,,,0.08576,0.03498,155.7360116,64.2112245,59.21175373,0.01240
24,24-41,T177,0,,teltru,teltru,-42.8358,146.37903,,,Proteaceae,new,3,228,Tasmania_FR,TAS_Frodshams_Pass,150307,1.00454,0.08572,0.09672,0.07262,0.74736,0.30408,14.991,14.92324845,1.279220857,1.44337659,1.083726303,11.15303896,1,6.4,0.211720502,,,,9/08/2016,"Katy 1, p. 190",,,,,,,,,,,,,,,,,,,,,,0.74736,0.11516,272.6431791,36.67797607,59.31278099,0.00212
30,30-12,KG028,0,,perlev,perlev,-33.6933,151.14541,,,Proteaceae,new,1,41,Kuringai_MT_top,NSW_Kuringai_top,140603,0.68064,0.06382,0.05326,0.05520,0.50154,0.20400,12.474,18.32686883,1.169620769,0.976089034,1.011643159,9.191657793,2,4.9,0.850153647,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50154,0.204,221.9403775,45.05714604,59.32527814,0.00682
26,26-10,QL039,0,,carsub,carsub,-17.36688,145.75258,,,Proteaceae,mid,2,331,Bartlefrer_QLD,QLD_Bartlefrere,150806,1.89986,0.07148,0.06418,0.09338,1.65826,0.67418,61.398,32.3171181,2.310027602,2.07411264,3.017772488,53.59018427,1,11.6,0.408742015,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65826,0.67418,125.8028889,79.48943052,59.3441318,0.01256
31,31-29,QL003,0,,athdiv,athdiv,-17.37895,145.76094,,,Proteaceae,old,1,339,Bartlefrer_QLD,QLD_Bartlefrere,150805,1.27352,0.08942,0.07662,0.07502,1.02516,0.41618,46.55,36.55223318,3.268500691,2.800632106,2.742148533,37.47188737,1,16.3,0.982775087,We are taking 1 lobe off each leaf,We are taking 1 lobe off each leaf,,,,,,,,,,,,,,,,,,,,,,,,,1.02516,0.41618,111.0645952,90.03769371,59.4034102,0.00730
28,28-10,QL042,0,,carsub,carsub,-17.36688,145.75258,,,Proteaceae,new,3,332,Bartlefrer_QLD,QLD_Bartlefrere,150806,3.23336,0.07788,0.10038,0.10142,2.93766,1.19024,85.049,26.3035975,2.048524173,2.640355117,2.667710858,77.27102622,1,10.2,0.615153149,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93766,1.19024,154.0344497,64.92054226,59.48339835,0.01602
22,22-32,T268,0,,conhoo,conhoo,-42.14309,148.29854,,,Proteaceae,old,2,266,Tasmania_FY,TAS_Freycinet,150310,0.46026,0.07956,0.07918,0.08474,0.21310,0.08630,9.677,21.02507278,1.672754791,1.664765263,1.781664668,4.48044301,1,8.4,0.048794389,,,,,,,,,,,,,,1.8,3.867590877,750,1364.365023,,,,,50,1,27.5,,,0.21310,0.05656,192.6148816,51.91706849,59.50258095,0.00368
30,30-19,T173,0,,teltru,teltru,-42.8358,146.37903,,,Proteaceae,new,2,232,Tasmania_FR,TAS_Frodshams_Pass,150307,0.59924,0.06604,0.07718,0.06974,0.38298,0.15504,9.956,16.61437821,1.097213537,1.28229771,1.158686737,6.362974568,1,5.5,0.862870799,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38298,0.16764,243.6596255,41.04085764,59.51746828,0.00330
23,23-14,QL248,0,,perfal,perfal,-18.21169,145.52417,,,Proteaceae,new,2,386,Blencoe_Falls_QLD,QLD_Blencoe_Falls,150816,0.92008,0.09432,0.07760,0.07538,0.66910,0.27050,19.323,21.00143466,1.980855317,1.629711329,1.583088145,14.05205993,1,9.9,0.143132121,,,,9/08/2016,"Katy 1, p. 190",,,,,,,,,,,,,,,,,,,,,,0.66910,0.2705,192.4984674,51.94846554,59.57256016,0.00368
,,YG035,0,,acaimp,acaimp,-32.7817,150.9291,,,Fabaceae,new,1,don't use this plant,Yengo_N,NSW_Yengo_N,140420,0.79800,0.08000,0.07900,0.07000,0.72900,0.29438,,0,0,0,0,0,2,0.0,,"Not extracting YG001-YG057, this sample (all three reps) will be used for protein extraction trials 01/09/2014",Don't extract because plant was in a gully--see SVS notebook 9/6/14. This sample (all three reps) will be used for protein extraction trials 01/09/2014,,,,,,,,,,,,,,,,,,,,,,,,,0.72900,0.37934,#DIV/0!,0,59.61865569,-0.16000
20,20-15,YG108,0,,acafal,acafal,-32.7817,150.9291,,,Fabaceae,mid,2,103,Yengo_N,NSW_Yengo_N,140607,0.49988,0.05436,0.06416,0.08360,0.29252,0.11812,15.689,31.38553253,1.706117548,2.013695767,2.623830519,9.180895975,3,13.1,0.763431069,,,,,,,,,,,,,,6.9,5.829482687,750,5192.59616,,,,,50,1,7.2,,,0.29252,0.22118,128.6584668,77.72516064,59.61985505,0.00524
16,16-15,KG047,0,,acasua,acasua,-33.6933,151.14541,,,Fabaceae,new,2,39,Kuringai_MT_top,NSW_Kuringai_top,140604,0.32480,0.05582,0.04950,0.05508,0.15808,0.06378,5.272,16.23152709,0.906043842,0.803460591,0.894032512,2.565879803,2,4.0,0.056480903,,,,,,,,,,,,,,1.5,2.252025344,750,1109.355346,,,,,50,1,33.8,,,0.15808,0.06378,248.5697106,40.23016311,59.65334008,0.00632
16,16-26,QL211,0,,aca? (fuzzy),acajul,-18.229,145.53618,,,Fabaceae,new,2,389,Blencoe_Falls_QLD,QLD_Blencoe_Falls,150815,0.45814,0.08860,0.06410,0.07168,0.22802,0.09192,10.829,23.63687956,2.094227529,1.51512398,1.694291527,5.389681276,1,10.5,0.094362057,,,,,,,,,,,,,,2.7,4.648792178,750,2003.573133,,,,,50,1,18.7,,,0.22802,0.09192,170.5481183,58.63447864,59.68774669,0.00574
29,29-29,QL342,0,,gremim,gremim,-18.16105,142.21069,,,Proteaceae,old,3,433,Croydon_QLD,QLD_Croydon,150822,1.15102,0.08894,0.05574,0.08596,0.91012,0.36642,18.14,15.75993467,1.401688589,0.878458758,1.354723984,14.34343174,1,7.0,0.774023106,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91012,0.36642,255.4618774,39.14478396,59.73937503,0.01026
26,26-36,QL339,0,,gremim,gremim,-18.16105,142.21069,,,Proteaceae,old,2,432,Croydon_QLD,QLD_Croydon,150822,1.83292,0.07412,0.06632,0.08222,1.59678,0.64014,25.713,14.0284355,1.039787639,0.930365842,1.153417967,22.40032524,1,5.2,0.475478586,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59678,0.64014,285.7726364,34.9928535,59.91057002,0.01348
25,25-01,QL010,0,,athdiv,athdiv,-17.37655,145.75883,,,Proteaceae,mid,3,338,Bartlefrer_QLD,QLD_Bartlefrere,150805,2.57032,0.08612,0.07688,0.06940,2.32884,0.93338,71.575,27.84672726,2.398160151,2.140856391,1.932562872,64.8505723,1,12.0,0.292358579,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32884,0.93338,143.9277969,69.47928207,59.92081895,0.00908
,,QL336,0,,gremim,gremim,-18.16105,142.21069,,,Proteaceae,sen,3,433,Croydon_QLD,QLD_Croydon,150822,1.38088,0.05888,0.08618,0.08242,1.14800,0.45918,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14800,0.45918,#DIV/0!,0,60.00174216,0.00540
,,YG065,0,,perlin,perlin,-32.78244,150.92318,,,Proteaceae,sen,2,125,Yengo_N,NSW_Yengo_N,140524,,0.05914,0.07108,0.08780,0.08784,0.03510,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08784,0.0309,#DIV/0!,#DIV/0!,60.04098361,-0.30586
31,31-15,T197,0,,cennit,cennit,-42.75833,146.40609,,,Proteaceae,new,2,241,Tasmania_FR,TAS_Frodshams_Pass,150307,0.97348,0.07830,0.09148,0.07056,0.72296,0.28854,20.817,21.3841065,1.674375539,1.956218063,1.508862555,15.45985364,1,8.4,0.955046359,Steve's abbreviation - caenit in licor,Steve's abbreviation - caenit in licor,,,,,,,,,,,,,,,,,,,,,,,,,0.72296,0.16844,186.6382482,53.57958563,60.08907823,0.01018
19,19-38,YG157,0,,acabin,acabin,-32.7817,150.9291,,,Fabaceae,mid,4,100,Yengo_N,NSW_Yengo_N,140609,0.55668,0.08356,0.06654,0.06884,0.32628,0.13012,13.198,23.70841417,1.981075088,1.577557879,1.632087231,7.735581375,3,8.2,0.652763489,,,,,,,,,,,,,,5.2,2.887048215,750,3896.524944,,,,,50,1,9.6,,,0.32628,0.22462,168.209723,59.44959557,60.12014221,0.01146
20,20-36,T393,0,,acalon,acalon,-42.84732,147.43592,,,Fabaceae,new,3,298,Tasmania_MC,TAS_Mt_Canopus,150312,0.63986,0.06038,0.05856,0.09048,0.42634,0.17002,15.921,24.88200544,1.502375488,1.457090238,2.251323852,10.6081942,1,7.5,0.8382012,,Top of sky pic is East instead of North.,,,,,,,,,,,,2.9,4.230120049,750,2148.988541,,,,,50,1,17.5,,,0.42634,0.12282,160.2723299,62.3938019,60.12103016,0.00410
25,25-23,YG066,0,,perlin,perlin,-32.78244,150.92318,,,Proteaceae,old,2,125,Yengo_N,NSW_Yengo_N,140524,,0.07878,0.06558,0.07796,0.09554,0.03808,,#DIV/0!,#DIV/0!,1.621,#DIV/0!,#DIV/0!,2,8.1,0.331203968,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09554,0.0351,#DIV/0!,#DIV/0!,60.14234875,-0.31786
10,10-08,YG017,0,,angcos,angcos,-32.78244,150.92318,,,Myrtaceae,new,1,126,Yengo_N,NSW_Yengo_N,140419,0.76400,0.06900,0.09400,0.08400,0.50500,0.20074,23.147,30.29712042,2.090501309,2.847929319,2.544958115,15.30004581,2,14.2,0.432727255,,,,7/12/2015,"Katy 1, p.109",8/12/2015,"Katy 1, p.110",13/01/2016,"Katy 1, p.117",19/01/2016,"Katy 1, p.119",,,4.5,3.529898891,750,3353.748746,35.67817815,,1.177609544,,50,1,11.2,16/05/2016,3,0.50500,0.0861,131.2022215,76.21822164,60.24950495,0.01200
10,10-30,T405,0,,eucten,eucten,-43.04191,147.95053,,,Myrtaceae,new,3,273,Tasmania_TP,TAS_Tasman_Peninsula,150312,0.37146,0.07144,0.06280,0.07618,0.15810,0.06282,7.691,20.70478652,1.479149949,1.300260593,1.577290637,3.273426749,1,7.4,0.507966775,,,,7/12/2015,"Katy 1, p.109",8/12/2015,"Katy 1, p.110",13/01/2016,"Katy 1, p.117",19/01/2016,"Katy 1, p.119",,,3.5,4.086757071,750,2636.742954,36.908496,,1.782606933,,50,1,14.2,17/05/2016,4,0.15810,0.08248,191.9089835,52.10803484,60.26565465,0.00294
27,27-44,T266,0,,conhoo,conhoo,-42.14309,148.29854,,,Proteaceae,new,2,266,Tasmania_FY,TAS_Freycinet,150310,0.31780,0.06334,0.06870,0.06116,0.12006,0.04770,7.933,24.9622404,1.581108307,1.714905916,1.526690623,2.996966583,1,7.9,0.586867947,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12006,0.08918,159.1609338,62.82948811,60.26986507,0.00454
11,11-03,YG076,0,,eucpun,eucpun,-32.78244,150.92318,,,Myrtaceae,new,2,116,Yengo_N,NSW_Yengo_N,140525,0.90530,0.11596,0.09114,0.11438,0.56294,0.22364,22.084,24.39412349,2.82874256,2.223280415,2.790199845,13.73242788,2,11.1,0.568465095,,,,15/12/2015,"Katy 1, p.111",5/01/2016,"Katy 1, p.114",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,5.6,9.221460947,750,4230.401643,46.41652012,,1.902774663,,50,1,8.9,17/05/2016,7,0.56294,0.29028,162.8553974,61.40416688,60.27285323,0.02088
16,16-38,T088,0,,acaric,acaric,-42.91482,147.24619,727,732,Fabaceae,new,3,215,Tasmania_SP,TAS_The_Springs,150303,0.33368,0.06544,0.07506,0.06414,0.12214,0.04852,9.682,29.01582354,1.898795493,2.177927715,1.861074922,3.543992688,1,9.5,0.143803812,,,,,,,,,,,,,,3.3,7.042194841,750,2450.185865,,,,,50,1,15.3,,,0.12214,0.08316,136.9077317,73.04189381,60.27509415,0.00690
19,19-16,T085,0,,acaric,acaric,-42.91482,147.24619,727,732,Fabaceae,new,2,214,Tasmania_SP,TAS_The_Springs,150303,0.38696,0.06380,0.07492,0.08076,0.16962,0.06738,9.624,24.87078768,1.586756254,1.863319413,2.008564813,4.218583006,1,7.9,0.56362025,,,,,,,,,,,,,,4.0,5.090672648,750,3010.349958,,,,,50,1,12.5,,,0.16962,0.0404,159.7218779,62.6088306,60.27591086,-0.00214
24,24-43,KG087,0,,perlev,perlev,-33.6933,151.14541,,,Proteaceae,new,3,61,Kuringai_MT_top,NSW_Kuringai_top,140611,1.40328,0.06110,0.06844,0.07470,1.19286,0.47310,26.419,18.82660624,1.150305641,1.288492931,1.406347486,22.45750552,2,6.4,0.214543624,,,,9/08/2016,"Katy 1, p. 190",,,,,,,,,,,,,,,,,,,,,,1.19286,0.4731,210.6645369,47.46883432,60.33901715,0.00618
9,9-48,QL115,0,,corint,corint,-18.43758,146.13636,,,Myrtaceae,mid,3,359,S_Cardwell_QLD,QLD_Cardwell_S,150809,1.00904,0.08034,0.06850,0.05848,0.79126,0.31378,25.96,25.72742409,2.066941251,1.76232855,1.504539761,20.35708158,1,10.3,0.417142259,,,,2/11/2015,"Katy 1, p.98",5/11/2015,"Katy 1, p.100",6/11/2015,"Katy 1, p.101",17/11/2015,"Katy 1, p.107",,,5.2,2.289150619,750,3871.417079,48.18791485,,1.873017473,,50,1,9.7,23/05/2016,10,0.79126,0.31378,154.1380078,64.87692518,60.34426105,0.01046
16,16-09,QL216,0,,aca? (fuzzy),acajul,-18.229,145.53618,,,Fabaceae,old,3,390,Blencoe_Falls_QLD,QLD_Blencoe_Falls,150815,0.58732,0.08780,0.08272,0.07604,0.32708,0.12970,15.665,26.67200163,2.341801744,2.206307975,2.028139004,8.723878295,1,11.7,0.028694475,,,,,,,,,,,,,,2.2,5.051351793,750,1647.241548,,,,,50,1,22.8,,,0.32708,0.1297,148.6724088,67.26197606,60.3460927,0.01368
7,DP041,T022,0,,euccoc,euccoc,-42.89145,147.22834,1202,1185,Myrtaceae,mid,3,195,Tasmania_MW,TAS_Mt_Wellington,150302,0.38528,0.07692,0.06810,0.07288,0.16324,0.06464,5.703,14.80222176,1.138586898,1.008031302,1.078785922,2.41631468,1,5.7,0.151638353,,,,14/09/2015,"Siobhan 1, p.92",15/09/2015,"Siobhan 1, p.93",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,3.4,3.536293449,750,2563.943202,33.33259493,,2.251864312,,50,1,14.6,16/05/2016,1,0.16324,0.08574,267.5148255,37.38110582,60.40186229,0.00414
30,30-34,QL019,0,,opihet,opihet,-17.37886,145.76225,,,Proteaceae,new,3,342,Bartlefrer_QLD,QLD_Bartlefrere,150805,0.73568,0.06108,0.04588,0.07936,0.54558,0.21600,29.75,40.43877773,2.470000544,1.855331122,3.209221401,22.06258835,1,12.4,0.892402338,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54558,0.216,97.90329065,102.1416127,60.40910591,0.00378
30,30-05,KG086,0,,perlev,perlev,-33.6933,151.14541,,,Proteaceae,mid,3,61,Kuringai_MT_top,NSW_Kuringai_top,140611,1.60780,0.06380,0.05652,0.05160,1.42948,0.56534,29.784,18.52469213,1.181875358,1.047015599,0.955874114,26.4806769,2,5.2,0.839154178,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42948,0.56534,213.4915214,46.84026763,60.45135294,0.00640
19,19-25,KG046,0,,acasua,acasua,-33.6933,151.14541,,,Fabaceae,mid,2,39,Kuringai_MT_top,NSW_Kuringai_top,140604,0.31222,0.05784,0.05222,0.04724,0.14908,0.05886,5.76,18.44852988,1.067062968,0.96338223,0.871508552,2.750306835,2,4.8,0.593891341,,,,,,,,,,,,,,3.1,7.537211614,750,2323.296565,,,,,50,1,16.1,,,0.14908,0.05886,214.0124849,46.72624592,60.51784277,0.00584
